R_angstrom,method,orbital_index,occupation
2.3,ext,8,0.01112107
2.3,ext,9,0.00827711
2.3,ext,10,0.00766572
2.3,ext,11,0.00622227
2.3,ext,12,0.00621761
2.3,ext,13,0.00476936
2.3,ext,14,0.00406277
2.3,ext,15,0.00051575
2.3,cipsi,0,1.98556316
2.3,cipsi,1,1.93958011
2.3,cipsi,2,1.61250749
2.3,cipsi,3,1.25182965
2.3,cipsi,4,0.99107297
2.3,cipsi,5,0.73974214
2.3,cipsi,6,0.38286198
2.3,cipsi,7,0.04750285
2.3,cipsi,8,0.01120889
2.3,cipsi,9,0.00833460
2.3,cipsi,10,0.00777476
2.3,cipsi,11,0.00642873
2.3,cipsi,12,0.00611549
2.3,cipsi,13,0.00490697
2.3,cipsi,14,0.00410385
2.3,cipsi,15,0.00046636
2.4,ref,0,1.98609584
2.4,ref,1,1.93992391
2.4,ref,2,1.53400292
2.4,ref,3,1.19433224
2.4,ref,4,0.99338268
2.4,ref,5,0.79704424
2.4,ref,6,0.46090450
2.4,ref,7,0.04520085
2.4,ref,8,0.01106815
2.4,ref,9,0.00852380
2.4,ref,10,0.00751030
2.4,ref,11,0.00653433
2.4,ref,12,0.00590768
2.4,ref,13,0.00499565
2.4,ref,14,0.00418632
2.4,ref,15,0.00038656
2.4,ext,0,1.98630575
2.4,ext,1,1.94054409
2.4,ext,2,1.53385283
2.4,ext,3,1.19354935
2.4,ext,4,0.99378160
2.4,ext,5,0.79795433
2.4,ext,6,0.46107494
2.4,ext,7,0.04433393
2.4,ext,8,0.01087062
2.4,ext,9,0.00852956
2.4,ext,10,0.00741087
2.4,ext,11,0.00648984
2.4,ext,12,0.00580290
2.4,ext,13,0.00489899
2.4,ext,14,0.00419614
2.4,ext,15,0.00040427
2.4,cipsi,0,1.98629060
2.4,cipsi,1,1.94054767
2.4,cipsi,2,1.53420879
2.4,cipsi,3,1.19448985
2.4,cipsi,4,0.99341054
2.4,cipsi,5,0.79692388
2.4,cipsi,6,0.46074582
2.4,cipsi,7,0.04468730
2.4,cipsi,8,0.01097809
2.4,cipsi,9,0.00845462
2.4,cipsi,10,0.00744536
2.4,cipsi,11,0.00649551
2.4,cipsi,12,0.00581879
2.4,cipsi,13,0.00494296
2.4,cipsi,14,0.00417140
2.4,cipsi,15,0.00038880
2.5,ref,0,1.98637382
2.5,ref,1,1.94078527
2.5,ref,2,1.46392886
2.5,ref,3,1.15069936
2.5,ref,4,0.99451915
2.5,ref,5,0.84055443
2.5,ref,6,0.53056398
2.5,ref,7,0.04383500
2.5,ref,8,0.01101810
2.5,ref,9,0.00859423
2.5,ref,10,0.00721045
2.5,ref,11,0.00662291
2.5,ref,12,0.00573390
2.5,ref,13,0.00503523
2.5,ref,14,0.00419459
2.5,ref,15,0.00033074
2.5,ext,0,1.98652806
2.5,ext,1,1.94130040
2.5,ext,2,1.46394523
2.5,ext,3,1.15110595
2.5,ext,4,0.99475532
2.5,ext,5,0.84021977
2.5,ext,6,0.53058053
2.5,ext,7,0.04325408
2.5,ext,8,0.01084579
2.5,ext,9,0.00862343
2.5,ext,10,0.00709885
2.5,ext,11,0.00659218
2.5,ext,12,0.00556537
2.5,ext,13,0.00506690
2.5,ext,14,0.00418922
2.5,ext,15,0.00032891
2.5,cipsi,0,1.98657069
2.5,cipsi,1,1.94136539
2.5,cipsi,2,1.46419676
2.5,cipsi,3,1.15067292
2.5,cipsi,4,0.99454787
2.5,cipsi,5,0.84060249
2.5,cipsi,6,0.53034597
2.5,cipsi,7,0.04338574
2.5,cipsi,8,0.01092840
2.5,cipsi,9,0.00851487
2.5,cipsi,10,0.00713518
2.5,cipsi,11,0.00658327
2.5,cipsi,12,0.00566393
2.5,cipsi,13,0.00497371
2.5,cipsi,14,0.00418045
2.5,cipsi,15,0.00033237
2.6,ref,0,1.98633566
2.6,ref,1,1.94102634
2.6,ref,2,1.40294843
2.6,ref,3,1.11814450
2.6,ref,4,0.99506048
2.6,ref,5,0.87301045
2.6,ref,6,0.59112423
2.6,ref,7,0.04357186
2.6,ref,8,0.01113780
2.6,ref,9,0.00863823
2.6,ref,10,0.00699537
2.6,ref,11,0.00671176
2.6,ref,12,0.00565842
2.6,ref,13,0.00510782
2.6,ref,14,0.00423243
2.6,ref,15,0.00029624
2.6,ext,0,1.98657266
2.6,ext,1,1.94261767
2.6,ext,2,1.40295234
2.6,ext,3,1.11236748
2.6,ext,4,0.99504537
2.6,ext,5,0.87886448
2.6,ext,6,0.59118616
2.6,ext,7,0.04213027
2.6,ext,8,0.01092377
2.6,ext,9,0.00854914
2.6,ext,10,0.00688933
2.6,ext,11,0.00668998
2.6,ext,12,0.00561542
2.6,ext,13,0.00504311
2.6,ext,14,0.00424113
2.6,ext,15,0.00031172
2.6,cipsi,0,1.98659614
2.6,cipsi,1,1.94166868
2.6,cipsi,2,1.40383947
2.6,cipsi,3,1.11798840
2.6,cipsi,4,0.99508279
2.6,cipsi,5,0.87323035
2.6,cipsi,6,0.59030332
2.6,cipsi,7,0.04317261
2.6,cipsi,8,0.01098753
2.6,cipsi,9,0.00850627
2.6,cipsi,10,0.00688008
2.6,cipsi,11,0.00665521
2.6,cipsi,12,0.00556925
2.6,cipsi,13,0.00502857
2.6,cipsi,14,0.00419745
2.6,cipsi,15,0.00029389
2.7,ref,0,1.98649234
2.7,ref,1,1.94167726
2.7,ref,2,1.34688025
2.7,ref,3,1.09270308
2.7,ref,4,0.99539188
2.7,ref,5,0.89844096
2.7,ref,6,0.64680950
2.7,ref,7,0.04313019
2.7,ref,8,0.01105993
2.7,ref,9,0.00870388
2.7,ref,10,0.00679413
2.7,ref,11,0.00673903
2.7,ref,12,0.00556006
2.7,ref,13,0.00513375
2.7,ref,14,0.00421849
2.7,ref,15,0.00026526
2.7,ext,0,1.98672163
2.7,ext,1,1.94314022
2.7,ext,2,1.34402903
2.7,ext,3,1.08681413
2.7,ext,4,0.99538072
2.7,ext,5,0.90442467
2.7,ext,6,0.64971000
2.7,ext,7,0.04180833
2.7,ext,8,0.01085232
2.7,ext,9,0.00861747
2.7,ext,10,0.00671341
2.7,ext,11,0.00669637
2.7,ext,12,0.00552037
2.7,ext,13,0.00505489
2.7,ext,14,0.00423684
2.7,ext,15,0.00027957
2.7,cipsi,0,1.98674051
2.7,cipsi,1,1.94231586
2.7,cipsi,2,1.34739216
2.7,cipsi,3,1.09238103
2.7,cipsi,4,0.99540623
2.7,cipsi,5,0.89883225
2.7,cipsi,6,0.64638914
2.7,cipsi,7,0.04271542
2.7,cipsi,8,0.01092511
2.7,cipsi,9,0.00856632
2.7,cipsi,10,0.00667195
2.7,cipsi,11,0.00665891
2.7,cipsi,12,0.00547720
2.7,cipsi,13,0.00507198
2.7,cipsi,14,0.00419163
2.7,cipsi,15,0.00026429
2.8,ref,0,1.98675595
2.8,ref,1,1.94214304
2.8,ref,2,1.29812125
2.8,ref,3,1.07279925
2.8,ref,4,0.99560803
2.8,ref,5,0.91837523
2.8,ref,6,0.69524818
2.8,ref,7,0.04294785
2.8,ref,8,0.01086063
2.8,ref,9,0.00874842
2.8,ref,10,0.00673514
2.8,ref,11,0.00662421
2.8,ref,12,0.00544214
2.8,ref,13,0.00513858
2.8,ref,14,0.00421074
2.8,ref,15,0.00024135
2.8,ext,0,1.98707940
2.8,ext,1,1.94293787
2.8,ext,2,1.27162644
2.8,ext,3,1.06461210
2.8,ext,4,0.99562718
2.8,ext,5,0.92643166
2.8,ext,6,0.72161251
2.8,ext,7,0.04304024
2.8,ext,8,0.01038826
2.8,ext,9,0.00860663
2.8,ext,10,0.00677623
2.8,ext,11,0.00642691
2.8,ext,12,0.00537525
2.8,ext,13,0.00497653
2.8,ext,14,0.00424085
2.8,ext,15,0.00024193
2.8,cipsi,0,1.98705344
2.8,cipsi,1,1.94281600
2.8,cipsi,2,1.29861262
2.8,cipsi,3,1.07283122
2.8,cipsi,4,0.99561910
2.8,cipsi,5,0.91842794
2.8,cipsi,6,0.69483666
2.8,cipsi,7,0.04247470
2.8,cipsi,8,0.01070975
2.8,cipsi,9,0.00862732
2.8,cipsi,10,0.00665923
2.8,cipsi,11,0.00653844
2.8,cipsi,12,0.00534623
2.8,cipsi,13,0.00503523
2.8,cipsi,14,0.00417771
2.8,cipsi,15,0.00023442
2.9,ref,0,1.98642794
2.9,ref,1,1.94288632
2.9,ref,2,1.25484276
2.9,ref,3,1.05749110
2.9,ref,4,0.99558433
2.9,ref,5,0.93358971
2.9,ref,6,0.73800732
2.9,ref,7,0.04297677
2.9,ref,8,0.01101030
2.9,ref,9,0.00882454
2.9,ref,10,0.00676771
2.9,ref,11,0.00650744
2.9,ref,12,0.00549510
2.9,ref,13,0.00522213
2.9,ref,14,0.00413943
2.9,ref,15,0.00022709
2.9,ext,0,1.98660165
2.9,ext,1,1.94333271
2.9,ext,2,1.23023821
2.9,ext,3,1.04749861
2.9,ext,4,0.99575413
2.9,ext,5,0.94361351
2.9,ext,6,0.76249209
2.9,ext,7,0.04283989
2.9,ext,8,0.01079464
2.9,ext,9,0.00872541
2.9,ext,10,0.00674746
2.9,ext,11,0.00645507
2.9,ext,12,0.00528525
2.9,ext,13,0.00520153
2.9,ext,14,0.00418927
2.9,ext,15,0.00023055
2.9,cipsi,0,1.98666718
2.9,cipsi,1,1.94353759
2.9,cipsi,2,1.25507006
2.9,cipsi,3,1.05749413
2.9,cipsi,4,0.99563077
2.9,cipsi,5,0.93363952
2.9,cipsi,6,0.73780134
2.9,cipsi,7,0.04256733
2.9,cipsi,8,0.01090294
2.9,cipsi,9,0.00873523
2.9,cipsi,10,0.00671259
2.9,cipsi,11,0.00639805
2.9,cipsi,12,0.00538300
2.9,cipsi,13,0.00512572
2.9,cipsi,14,0.00411010
2.9,cipsi,15,0.00022444
3.0,ref,0,1.98671004
3.0,ref,1,1.94321065
3.0,ref,2,1.21972541
3.0,ref,3,1.04514834
3.0,ref,4,0.99568280
3.0,ref,5,0.94597380
3.0,ref,6,0.77297158
3.0,ref,7,0.04264497
3.0,ref,8,0.01077476
3.0,ref,9,0.00888851
3.0,ref,10,0.00675821
3.0,ref,11,0.00642057
3.0,ref,12,0.00543228
3.0,ref,13,0.00521649
3.0,ref,14,0.00422628
3.0,ref,15,0.00021530
3.0,ext,0,1.98703526
3.0,ext,1,1.94400082
3.0,ext,2,1.18887393
3.0,ext,3,1.03247959
3.0,ext,4,0.99586074
3.0,ext,5,0.95843028
3.0,ext,6,0.80371568
3.0,ext,7,0.04273944
3.0,ext,8,0.01028154
3.0,ext,9,0.00872699
3.0,ext,10,0.00676504
3.0,ext,11,0.00621745
3.0,ext,12,0.00524026
3.0,ext,13,0.00513033
3.0,ext,14,0.00428840
3.0,ext,15,0.00021424
3.0,cipsi,0,1.98697555
3.0,cipsi,1,1.94369322
3.0,cipsi,2,1.21991197
3.0,cipsi,3,1.04500316
3.0,cipsi,4,0.99575236
3.0,cipsi,5,0.94619960
3.0,cipsi,6,0.77288704
3.0,cipsi,7,0.04230873
3.0,cipsi,8,0.01061115
3.0,cipsi,9,0.00877588
3.0,cipsi,10,0.00667944
3.0,cipsi,11,0.00635284
3.0,cipsi,12,0.00531104
3.0,cipsi,13,0.00513607
3.0,cipsi,14,0.00419368
3.0,cipsi,15,0.00020828
