R_angstrom,method,root_index,E_root_Ha,overlap_sq_D0,overlap_sq_D1,overlap_sq_D2,overlap_sq_Q1
1.4,ExtSQD,5,-92.1803473708,9.035603e-10,6.275742e-25,3.763680e-21,1.326507e-06
1.4,ExtSQD,6,-92.1769551342,1.141391e-08,1.308122e-23,3.430193e-22,1.614948e-05
1.4,ExtSQD,7,-92.1720004674,1.778190e-23,1.039583e-11,5.290489e-09,5.444762e-22
1.4,ExtSQD,8,-92.1716193819,2.352734e-23,7.031122e-07,3.940326e-09,4.456600e-23
1.4,ExtSQD,9,-92.1563155034,3.654153e-12,4.720789e-22,9.978956e-20,4.198069e-11
1.4,ExtSQD,10,-92.1360234847,1.481961e-19,3.927051e-10,1.864288e-08,1.758791e-19
1.4,ExtSQD,11,-92.1359332284,3.708283e-19,8.138118e-08,3.705527e-11,2.829474e-19
1.4,ExtSQD,12,-92.1206644349,1.995003e-10,1.333205e-21,4.394887e-19,6.547574e-09
1.4,ExtSQD,13,-92.1192978379,1.430685e-08,1.033684e-21,1.043451e-19,6.747023e-07
1.4,ExtSQD,14,-92.1180145010,8.807869e-09,3.136824e-18,8.731702e-17,6.892184e-06
1.4,CIPSI_EN_SQD,0,-92.3506549033,9.999346e-01,4.905912e-25,1.934574e-23,1.079581e-07
1.4,CIPSI_EN_SQD,1,-92.3292903000,3.146063e-24,9.961861e-01,3.751359e-03,6.448163e-24
1.4,CIPSI_EN_SQD,2,-92.3292668816,2.836234e-23,3.751329e-03,9.961788e-01,1.543799e-24
1.4,CIPSI_EN_SQD,3,-92.2295405118,9.858683e-08,5.868554e-23,6.810307e-21,9.990480e-01
1.4,CIPSI_EN_SQD,4,-92.2240305897,9.979908e-09,1.844686e-23,4.569564e-21,7.985695e-04
1.4,CIPSI_EN_SQD,5,-92.1808018925,1.688850e-09,2.992141e-22,7.275277e-20,4.064454e-07
1.4,CIPSI_EN_SQD,6,-92.1775568137,2.214667e-08,1.554778e-22,1.848728e-20,4.520845e-06
1.4,CIPSI_EN_SQD,7,-92.1725584858,2.273635e-22,2.324881e-11,1.138186e-10,1.394506e-23
1.4,CIPSI_EN_SQD,8,-92.1725309695,1.361173e-21,1.551387e-11,4.530077e-09,1.405428e-22
1.4,CIPSI_EN_SQD,9,-92.1566766973,1.410848e-11,5.458128e-23,8.525801e-21,3.967516e-11
1.4,CIPSI_EN_SQD,10,-92.1366346811,2.924405e-19,2.304454e-08,2.875829e-08,5.944197e-21
1.4,CIPSI_EN_SQD,11,-92.1366290484,2.299892e-19,1.231810e-08,5.639316e-08,3.936974e-19
1.4,CIPSI_EN_SQD,12,-92.1208619185,5.961434e-11,8.312927e-24,2.265977e-21,7.249862e-12
1.4,CIPSI_EN_SQD,13,-92.1195600502,4.823367e-10,3.593990e-24,7.044965e-21,1.364359e-07
1.4,CIPSI_EN_SQD,14,-92.1184592343,3.880716e-12,1.518535e-19,4.129703e-19,1.432242e-06
1.45,ExtSQD,0,-92.3317479972,9.996756e-01,1.049348e-22,1.022401e-24,4.648163e-06
1.45,ExtSQD,1,-92.3170034993,1.312280e-23,7.155204e-01,2.842634e-01,1.739609e-22
1.45,ExtSQD,2,-92.3169961807,2.902014e-24,2.842623e-01,7.155182e-01,3.636095e-28
1.45,ExtSQD,3,-92.2266143932,3.831089e-06,9.801753e-23,4.599606e-24,9.978660e-01
1.45,ExtSQD,4,-92.2107209636,5.739409e-06,1.515877e-25,1.225441e-24,1.293658e-03
1.45,ExtSQD,5,-92.1798396318,9.813837e-23,1.546276e-07,3.422856e-07,1.018976e-21
1.45,ExtSQD,6,-92.1794714143,4.435923e-24,1.029907e-06,7.275726e-07,3.184877e-22
1.45,ExtSQD,7,-92.1791835469,1.253872e-09,2.438396e-22,1.434876e-22,1.852076e-06
1.45,ExtSQD,8,-92.1755295461,4.420348e-11,4.827978e-22,1.831954e-23,7.037778e-06
1.45,ExtSQD,9,-92.1557162908,9.057480e-10,5.242249e-22,1.485716e-25,6.031471e-09
1.45,ExtSQD,10,-92.1436734722,2.660294e-23,1.162293e-07,1.162538e-07,5.156676e-20
1.45,ExtSQD,11,-92.1434257058,4.473108e-21,5.011780e-09,3.586862e-09,6.846795e-20
1.45,ExtSQD,12,-92.1204409647,2.913848e-10,2.242237e-23,2.512658e-22,1.355122e-08
1.45,ExtSQD,13,-92.1195590476,5.549596e-09,1.706232e-20,3.613354e-22,5.411986e-07
1.45,ExtSQD,14,-92.1173587622,4.899274e-08,1.695028e-20,3.611655e-22,2.622508e-06
1.45,CIPSI_EN_SQD,0,-92.3322832648,9.999368e-01,3.087953e-25,1.484688e-24,5.664944e-08
1.45,CIPSI_EN_SQD,1,-92.3173337756,2.532133e-25,4.543707e-01,5.455705e-01,5.470334e-24
1.45,CIPSI_EN_SQD,2,-92.3173250890,2.846490e-25,5.455692e-01,4.543697e-01,3.163308e-26
1.45,CIPSI_EN_SQD,3,-92.2278129573,5.191574e-08,1.378262e-26,7.065405e-24,9.996929e-01
1.45,CIPSI_EN_SQD,4,-92.2116139255,6.132776e-08,1.289117e-23,1.634693e-25,1.486011e-04
1.45,CIPSI_EN_SQD,5,-92.1804018461,2.526576e-25,3.456774e-09,6.821229e-10,2.250241e-23
1.45,CIPSI_EN_SQD,6,-92.1803799537,1.862234e-24,3.723417e-10,2.305097e-10,2.224941e-23
1.45,CIPSI_EN_SQD,7,-92.1796425977,1.037672e-09,1.981775e-23,4.603246e-24,5.596414e-07
1.45,CIPSI_EN_SQD,8,-92.1759903999,1.861179e-10,2.760892e-22,2.430311e-24,2.110032e-06
1.45,CIPSI_EN_SQD,9,-92.1561070680,2.753856e-11,5.830197e-23,1.146214e-25,5.632864e-10
1.45,CIPSI_EN_SQD,10,-92.1442690229,1.326464e-22,7.036887e-09,3.334320e-09,1.364118e-21
1.45,CIPSI_EN_SQD,11,-92.1442371524,1.811350e-22,1.874267e-09,3.780615e-09,3.897561e-23
1.45,CIPSI_EN_SQD,12,-92.1208489114,4.482454e-10,7.928522e-22,3.012830e-22,1.628836e-09
1.45,CIPSI_EN_SQD,13,-92.1198391380,7.859773e-10,6.618332e-21,5.818030e-22,2.743562e-07
1.45,CIPSI_EN_SQD,14,-92.1175783600,2.773947e-09,2.653493e-21,2.084936e-22,6.139314e-07
1.5,ExtSQD,0,-92.3122084132,9.995224e-01,1.089978e-23,1.971204e-24,1.512178e-05
1.5,ExtSQD,1,-92.3029144511,6.040227e-24,1.818216e-01,8.178838e-01,1.369787e-21
1.5,ExtSQD,2,-92.3028979849,4.441323e-23,8.178805e-01,1.818206e-01,2.062864e-21
1.5,ExtSQD,3,-92.2219050139,1.285083e-05,9.382107e-23,1.694404e-23,9.978322e-01
1.5,ExtSQD,4,-92.1979370652,1.414373e-05,2.513201e-24,2.749721e-23,9.881346e-04
1.5,ExtSQD,5,-92.1833090433,1.566120e-23,9.921089e-07,2.168286e-07,1.676596e-21
1.5,ExtSQD,6,-92.1829849719,6.204591e-23,3.098188e-07,2.368311e-06,1.060558e-22
1.5,ExtSQD,7,-92.1752069435,3.547695e-09,1.225640e-22,3.855556e-24,2.823008e-05
1.5,ExtSQD,8,-92.1713823660,5.403688e-09,7.895189e-23,2.114078e-23,3.452037e-06
1.5,ExtSQD,9,-92.1524834047,4.109739e-09,5.997480e-22,1.520302e-24,6.880511e-08
1.5,ExtSQD,10,-92.1468724549,1.970935e-23,7.783458e-09,1.319763e-07,2.604292e-19
1.5,ExtSQD,11,-92.1467497993,8.427363e-24,1.386573e-07,3.506754e-09,3.024668e-19
1.5,ExtSQD,12,-92.1204510075,5.830121e-08,2.672457e-22,4.924959e-22,1.990187e-05
1.5,ExtSQD,13,-92.1176736105,3.189919e-09,1.295955e-22,4.143228e-23,1.132322e-07
1.5,ExtSQD,14,-92.1168336427,1.997222e-07,2.500858e-22,3.394340e-22,2.069149e-06
1.5,CIPSI_EN_SQD,0,-92.3129885512,9.999166e-01,2.647098e-26,1.171976e-24,1.991113e-10
1.5,CIPSI_EN_SQD,1,-92.3033862769,6.258340e-24,5.687260e-02,9.430523e-01,1.123204e-24
1.5,CIPSI_EN_SQD,2,-92.3033813981,1.918763e-24,9.430508e-01,5.687268e-02,2.368525e-26
1.5,CIPSI_EN_SQD,3,-92.2236330427,2.254461e-10,1.655380e-26,2.933991e-24,9.998137e-01
1.5,CIPSI_EN_SQD,4,-92.1993394881,2.321034e-07,1.276698e-23,1.291237e-23,3.733666e-05
1.5,CIPSI_EN_SQD,5,-92.1839799778,6.584320e-27,3.704378e-08,5.437522e-09,3.459446e-22
1.5,CIPSI_EN_SQD,6,-92.1839244638,2.964923e-22,2.675697e-08,6.871853e-08,4.004106e-23
1.5,CIPSI_EN_SQD,7,-92.1759437162,4.294723e-09,2.821407e-23,1.144698e-25,4.594648e-07
1.5,CIPSI_EN_SQD,8,-92.1719694610,1.636089e-10,3.469957e-22,2.389969e-23,1.181378e-09
1.5,CIPSI_EN_SQD,9,-92.1529282452,3.687086e-09,3.422888e-23,9.487453e-24,2.240937e-08
1.5,CIPSI_EN_SQD,10,-92.1476114497,1.403585e-22,1.316712e-08,2.534751e-09,3.645572e-22
1.5,CIPSI_EN_SQD,11,-92.1475031048,5.102314e-25,1.512033e-08,1.604479e-08,2.102624e-21
1.5,CIPSI_EN_SQD,12,-92.1229516300,2.921418e-08,7.412163e-22,3.945740e-22,7.273852e-09
1.5,CIPSI_EN_SQD,13,-92.1180214041,3.408178e-09,4.745665e-23,1.598601e-23,1.359585e-08
1.5,CIPSI_EN_SQD,14,-92.1174180411,4.225514e-10,1.882167e-21,1.526353e-22,3.360866e-07
1.6,ExtSQD,0,-92.2779450786,9.997670e-01,3.225740e-26,3.880434e-30,4.040019e-34
1.6,ExtSQD,1,-92.2776208778,3.212049e-26,9.997200e-01,1.126486e-23,5.300745e-26
1.6,ExtSQD,2,-92.2740972680,4.125937e-30,1.133177e-23,9.996150e-01,1.527951e-05
1.6,ExtSQD,3,-92.2107994395,3.429180e-30,1.112772e-27,1.496332e-05,9.984511e-01
1.6,ExtSQD,4,-92.1885987459,3.815044e-06,7.378387e-29,2.345763e-28,3.282711e-26
1.6,ExtSQD,5,-92.1882059049,5.397003e-30,6.782396e-07,6.061608e-27,6.736993e-26
1.6,ExtSQD,6,-92.1758438795,6.254698e-30,5.671655e-29,1.475960e-05,3.724344e-04
1.6,ExtSQD,7,-92.1609292181,2.328444e-30,1.286866e-28,2.843150e-25,1.794209e-24
1.6,ExtSQD,8,-92.1603874842,9.527492e-31,4.719867e-27,4.592198e-07,1.093700e-04
1.6,ExtSQD,9,-92.1510884522,1.605952e-31,6.350577e-07,3.150871e-28,5.947185e-25
1.6,ExtSQD,10,-92.1505082890,1.173434e-08,7.336669e-30,2.734639e-28,2.906470e-29
1.6,ExtSQD,11,-92.1426607332,4.645873e-34,8.224224e-29,1.352315e-24,5.929479e-25
1.6,ExtSQD,12,-92.1346626555,6.310051e-30,6.032738e-26,1.402749e-06,8.672296e-06
1.6,ExtSQD,13,-92.1137217299,3.312322e-09,6.218528e-28,2.118456e-31,7.314399e-28
1.6,ExtSQD,14,-92.1137026674,1.901798e-29,1.448282e-07,2.954681e-24,1.876570e-22
1.6,CIPSI_EN_SQD,0,-92.2781590824,9.998860e-01,1.727313e-27,3.232793e-31,1.307484e-34
1.6,CIPSI_EN_SQD,1,-92.2780266159,1.727113e-27,9.999263e-01,3.932528e-24,1.119699e-28
1.6,CIPSI_EN_SQD,2,-92.2746096401,2.292896e-31,3.923743e-24,9.999062e-01,1.112824e-07
1.6,CIPSI_EN_SQD,3,-92.2121693867,2.214439e-32,1.135294e-28,1.046625e-07,9.997585e-01
1.6,CIPSI_EN_SQD,4,-92.1891349074,8.609912e-07,1.201004e-28,1.920748e-27,8.948563e-27
1.6,CIPSI_EN_SQD,5,-92.1888410696,3.776864e-29,8.695343e-09,1.736582e-27,2.030842e-25
1.6,CIPSI_EN_SQD,6,-92.1774370017,3.986072e-34,1.925695e-28,3.818110e-07,4.717315e-05
1.6,CIPSI_EN_SQD,7,-92.1619687632,4.244692e-36,4.941358e-28,4.123967e-25,5.260338e-26
1.6,CIPSI_EN_SQD,8,-92.1613916326,2.103465e-31,9.822638e-28,2.037218e-08,2.493028e-06
1.6,CIPSI_EN_SQD,9,-92.1515248627,1.975662e-33,2.810482e-09,4.439278e-29,1.553298e-27
1.6,CIPSI_EN_SQD,10,-92.1513378181,5.482145e-08,9.051369e-29,2.502520e-27,2.387388e-27
1.6,CIPSI_EN_SQD,11,-92.1434204945,1.335942e-32,1.146399e-32,1.201459e-25,3.905063e-25
1.6,CIPSI_EN_SQD,12,-92.1374482961,6.164823e-31,5.807288e-27,2.052478e-08,2.194333e-07
1.6,CIPSI_EN_SQD,13,-92.1143485648,6.141210e-32,3.195739e-08,5.644956e-29,5.116127e-27
1.6,CIPSI_EN_SQD,14,-92.1091648055,5.628267e-30,2.027144e-27,1.666545e-23,9.343028e-22
1.7,ExtSQD,0,-92.2485499850,9.996894e-01,1.059275e-27,2.864676e-33,7.267042e-32
1.7,ExtSQD,1,-92.2478516745,1.040120e-27,9.996069e-01,1.175349e-26,1.255714e-26
1.7,ExtSQD,2,-92.2380817774,5.028239e-32,1.003409e-26,9.994483e-01,4.673572e-05
1.7,ExtSQD,3,-92.1942009992,3.197142e-31,1.027148e-26,4.587112e-05,9.979577e-01
1.7,ExtSQD,4,-92.1823468151,9.669733e-06,1.092023e-26,4.481574e-27,6.711625e-27
1.7,ExtSQD,5,-92.1820400373,2.094438e-28,1.027454e-06,1.803812e-27,2.756656e-26
1.7,ExtSQD,6,-92.1545934473,9.403992e-32,2.311650e-27,2.069148e-05,4.668781e-04
1.7,ExtSQD,7,-92.1450882497,9.444364e-34,6.052108e-27,1.775054e-26,5.565247e-26
1.7,ExtSQD,8,-92.1445116345,1.765733e-32,2.782798e-28,1.625464e-06,1.640713e-04
1.7,ExtSQD,9,-92.1433825493,2.821234e-31,1.195510e-06,1.617172e-27,5.562482e-29
1.7,ExtSQD,10,-92.1426275567,2.082150e-08,1.784833e-27,1.926584e-28,1.957315e-28
1.7,ExtSQD,11,-92.1375295226,3.351538e-31,1.468861e-26,4.632147e-06,2.545503e-05
1.7,ExtSQD,12,-92.1282578212,2.038439e-33,3.531293e-27,3.539143e-27,6.894274e-27
1.7,ExtSQD,13,-92.1079837919,9.816781e-08,8.537489e-30,6.650743e-29,1.092641e-28
1.7,ExtSQD,14,-92.1079620032,3.612732e-32,7.450690e-07,1.005554e-25,1.565572e-24
1.7,CIPSI_EN_SQD,0,-92.2489160430,9.998869e-01,3.958498e-27,1.518168e-32,2.960875e-32
1.7,CIPSI_EN_SQD,1,-92.2484638043,3.966249e-27,9.999280e-01,2.462578e-25,5.880480e-28
1.7,CIPSI_EN_SQD,2,-92.2387894468,6.960994e-36,2.439940e-25,9.999039e-01,4.995256e-07
1.7,CIPSI_EN_SQD,3,-92.1959524806,7.326027e-34,5.820998e-28,4.873924e-07,9.998200e-01
1.7,CIPSI_EN_SQD,4,-92.1829972986,3.913289e-06,3.115261e-28,1.895869e-27,2.658445e-27
1.7,CIPSI_EN_SQD,5,-92.1829314088,1.021253e-28,2.580704e-08,1.388036e-27,9.632136e-28
1.7,CIPSI_EN_SQD,6,-92.1567507392,5.867954e-32,3.475296e-28,9.308970e-07,1.435773e-05
1.7,CIPSI_EN_SQD,7,-92.1464066205,1.643257e-31,3.253089e-27,5.004188e-28,1.876102e-26
1.7,CIPSI_EN_SQD,8,-92.1458898837,2.599412e-31,8.776432e-28,7.136380e-08,1.395746e-07
1.7,CIPSI_EN_SQD,9,-92.1439369528,1.550293e-28,2.605548e-10,1.088704e-29,1.890490e-27
1.7,CIPSI_EN_SQD,10,-92.1437430987,2.865434e-07,1.556490e-27,1.033316e-27,4.792193e-28
1.7,CIPSI_EN_SQD,11,-92.1407869840,1.323257e-32,7.104194e-27,4.717620e-09,8.501028e-07
1.7,CIPSI_EN_SQD,12,-92.1293853132,2.005023e-33,2.528639e-27,5.188177e-27,2.579642e-27
1.7,CIPSI_EN_SQD,13,-92.1087387615,6.322597e-28,1.073863e-07,3.413123e-26,4.308912e-26
1.7,CIPSI_EN_SQD,14,-92.1087319751,2.743829e-09,2.604715e-26,5.474016e-29,2.803415e-30
1.8,ExtSQD,0,-92.2187330904,9.996574e-01,1.496420e-26,2.701816e-28,8.809076e-28
1.8,ExtSQD,1,-92.2181877362,1.481859e-26,9.995569e-01,7.174267e-23,1.396908e-22
1.8,ExtSQD,2,-92.2056663989,7.624198e-31,3.175184e-23,9.992523e-01,1.758946e-04
1.8,ExtSQD,3,-92.1769993241,1.758173e-28,2.366334e-21,1.697550e-04,9.972975e-01
1.8,ExtSQD,4,-92.1718859110,3.679260e-05,1.315114e-27,1.664280e-26,1.683209e-24
1.8,ExtSQD,5,-92.1715541705,9.606467e-28,3.450994e-06,1.862365e-21,1.249979e-21
1.8,ExtSQD,6,-92.1367567236,1.387913e-30,5.980837e-20,1.535583e-05,3.587762e-05
1.8,ExtSQD,7,-92.1360755002,8.096859e-30,4.242509e-21,1.735416e-06,5.519078e-04
1.8,ExtSQD,8,-92.1318622397,1.667354e-28,8.707689e-21,7.359906e-06,3.464035e-04
1.8,ExtSQD,9,-92.1304184278,7.057256e-29,1.726344e-06,7.565001e-22,1.569904e-21
1.8,ExtSQD,10,-92.1292246911,4.134863e-06,1.053924e-28,9.052497e-29,5.569221e-28
1.8,ExtSQD,11,-92.1262250403,2.880286e-31,6.865436e-28,3.953367e-28,2.625922e-24
1.8,ExtSQD,12,-92.1111307480,4.350233e-31,5.549919e-28,1.418496e-25,2.334777e-24
1.8,ExtSQD,13,-92.0979723478,1.801738e-27,2.804607e-06,2.385077e-19,1.742168e-19
1.8,ExtSQD,14,-92.0978422743,5.829739e-06,6.634018e-28,4.377048e-31,9.806928e-29
1.8,CIPSI_EN_SQD,0,-92.2190755222,9.999084e-01,1.177995e-27,4.806583e-31,1.690275e-29
1.8,CIPSI_EN_SQD,1,-92.2187831093,1.173271e-27,9.999246e-01,5.342194e-25,1.488072e-24
1.8,CIPSI_EN_SQD,2,-92.2063183352,2.710197e-30,1.987069e-25,9.998943e-01,2.341868e-06
1.8,CIPSI_EN_SQD,3,-92.1787059547,4.817827e-31,5.618803e-23,2.302655e-06,9.997760e-01
1.8,CIPSI_EN_SQD,4,-92.1728460220,5.447938e-06,1.787916e-27,3.587180e-28,3.926238e-26
1.8,CIPSI_EN_SQD,5,-92.1724320351,1.681825e-30,1.058229e-07,3.255859e-26,5.540007e-24
1.8,CIPSI_EN_SQD,6,-92.1397000620,2.634825e-29,1.751380e-22,3.173534e-08,2.009772e-06
1.8,CIPSI_EN_SQD,7,-92.1381424127,8.699096e-30,2.291315e-23,4.461701e-07,3.372553e-05
1.8,CIPSI_EN_SQD,8,-92.1334915295,8.101193e-30,1.269269e-22,1.049180e-07,8.294291e-08
1.8,CIPSI_EN_SQD,9,-92.1309803045,2.844936e-07,1.165736e-26,3.387644e-27,7.903750e-28
1.8,CIPSI_EN_SQD,10,-92.1309418298,1.332913e-31,3.723767e-09,3.170255e-25,1.500162e-24
1.8,CIPSI_EN_SQD,11,-92.1274631393,5.100919e-35,2.565405e-29,2.023097e-26,2.542245e-25
1.8,CIPSI_EN_SQD,12,-92.1128102289,1.855194e-32,9.438522e-31,2.200003e-26,1.371922e-26
1.8,CIPSI_EN_SQD,13,-92.0989962715,9.275576e-11,3.363914e-28,1.144642e-28,6.274589e-28
1.8,CIPSI_EN_SQD,14,-92.0989948438,4.825004e-31,4.473709e-08,2.918409e-21,1.917968e-21
1.9,ExtSQD,0,-92.1958630563,9.992437e-01,2.474434e-26,3.959247e-30,8.812807e-28
1.9,ExtSQD,1,-92.1946165196,2.518424e-26,9.991430e-01,6.595943e-25,6.584797e-27
1.9,ExtSQD,2,-92.1789472219,5.407923e-31,6.006501e-25,9.968495e-01,2.039171e-03
1.9,ExtSQD,3,-92.1619832568,2.353324e-04,6.648433e-27,2.086344e-26,4.988812e-24
1.9,ExtSQD,4,-92.1616105322,4.784777e-27,2.755652e-26,1.949120e-03,9.931345e-01
1.9,ExtSQD,5,-92.1609916200,2.596378e-27,8.920931e-05,7.001380e-27,5.987260e-23
1.9,ExtSQD,6,-92.1343425522,2.409145e-26,8.170820e-28,8.110881e-05,1.721598e-03
1.9,ExtSQD,7,-92.1201676844,1.265307e-26,9.808105e-31,1.528842e-06,2.793055e-04
1.9,ExtSQD,8,-92.1172398993,4.957075e-27,5.275500e-27,2.177747e-05,3.196838e-04
1.9,ExtSQD,9,-92.1164492467,1.406628e-30,1.223057e-05,1.900897e-26,4.894391e-27
1.9,ExtSQD,10,-92.1144830418,1.994187e-05,3.869445e-27,3.696042e-27,7.672490e-27
1.9,ExtSQD,11,-92.1109110410,1.213454e-29,1.330959e-27,4.657877e-29,3.270679e-27
1.9,ExtSQD,12,-92.0970285120,5.198054e-32,4.717963e-28,1.730175e-27,1.757873e-27
1.9,ExtSQD,13,-92.0867440596,2.262260e-28,2.013643e-05,4.111431e-28,2.643826e-27
1.9,ExtSQD,14,-92.0865580248,2.983899e-05,6.317166e-29,1.554695e-25,4.571651e-26
1.9,CIPSI_EN_SQD,0,-92.1964480857,9.999077e-01,9.046097e-29,9.832409e-32,3.376718e-29
1.9,CIPSI_EN_SQD,1,-92.1955577305,9.968894e-29,9.999191e-01,4.627153e-26,8.272768e-27
1.9,CIPSI_EN_SQD,2,-92.1801218144,8.170104e-32,4.533671e-26,9.998947e-01,3.985714e-06
1.9,CIPSI_EN_SQD,3,-92.1640911090,3.619607e-29,8.515591e-27,3.931846e-06,9.998148e-01
1.9,CIPSI_EN_SQD,4,-92.1634631635,7.724013e-06,3.596971e-26,5.028599e-28,5.606704e-27
1.9,CIPSI_EN_SQD,5,-92.1623728175,6.259552e-29,3.177795e-11,1.569092e-25,9.696691e-23
1.9,CIPSI_EN_SQD,6,-92.1378391178,4.998804e-31,1.730225e-26,2.742787e-07,1.992332e-06
1.9,CIPSI_EN_SQD,7,-92.1224143036,7.664741e-33,3.315312e-29,3.207597e-10,2.193981e-05
1.9,CIPSI_EN_SQD,8,-92.1193945691,1.044616e-30,2.750566e-28,1.075054e-07,1.414763e-06
1.9,CIPSI_EN_SQD,9,-92.1174033795,7.688177e-07,8.658470e-28,3.784924e-27,4.393935e-27
1.9,CIPSI_EN_SQD,10,-92.1173526892,2.317997e-27,6.122658e-10,2.471176e-26,2.792635e-26
1.9,CIPSI_EN_SQD,11,-92.1123805176,4.851687e-34,1.711152e-27,5.153816e-28,6.537801e-28
1.9,CIPSI_EN_SQD,12,-92.0991200482,4.441316e-33,1.442427e-27,2.452979e-28,5.372264e-27
1.9,CIPSI_EN_SQD,13,-92.0884959011,8.614832e-08,7.966451e-31,1.427895e-31,1.685744e-29
1.9,CIPSI_EN_SQD,14,-92.0884892759,1.303015e-31,6.978535e-09,3.098373e-28,6.043978e-27
2.0,ExtSQD,0,-92.1900447721,9.979047e-01,6.093766e-25,6.512053e-27,1.257963e-03
2.0,ExtSQD,1,-92.1893469901,3.270432e-25,9.978106e-01,6.656174e-19,5.040853e-24
2.0,ExtSQD,2,-92.1699353900,3.607242e-23,4.707094e-19,9.928590e-01,6.249054e-22
2.0,ExtSQD,3,-92.1644722612,1.162530e-03,3.180389e-23,4.572957e-23,9.949601e-01
2.0,ExtSQD,4,-92.1644357957,2.830927e-26,8.938594e-04,9.722386e-17,4.764043e-23
2.0,ExtSQD,5,-92.1609235245,1.226961e-23,5.804446e-24,5.652074e-03,2.743084e-22
2.0,ExtSQD,6,-92.1427542436,7.484220e-24,4.209726e-18,1.918373e-04,2.599092e-22
2.0,ExtSQD,7,-92.1176136646,1.093604e-23,6.397438e-17,1.231544e-05,5.736204e-22
2.0,ExtSQD,8,-92.1164161098,2.472804e-23,4.854989e-05,5.344506e-17,1.926371e-21
2.0,ExtSQD,9,-92.1136124522,5.912628e-05,1.305045e-22,6.466191e-23,1.216487e-03
2.0,ExtSQD,10,-92.1081217308,9.085756e-25,1.462207e-17,1.389125e-05,1.430302e-23
2.0,ExtSQD,11,-92.1081207653,3.590062e-24,5.344895e-19,3.017202e-19,1.955376e-24
2.0,ExtSQD,12,-92.0939094019,5.426194e-23,3.142001e-18,4.524629e-18,1.711161e-22
2.0,ExtSQD,13,-92.0873070833,2.654698e-20,5.987212e-05,1.327478e-13,1.368736e-21
2.0,ExtSQD,14,-92.0872519697,7.244372e-05,4.481179e-20,1.119367e-18,3.058800e-04
2.0,CIPSI_EN_SQD,0,-92.1906959864,9.998706e-01,2.723631e-24,2.152236e-26,1.046248e-05
2.0,CIPSI_EN_SQD,1,-92.1904183297,1.919619e-27,9.998840e-01,4.675946e-23,8.796304e-25
2.0,CIPSI_EN_SQD,2,-92.1710391582,2.971666e-25,8.200310e-23,9.998382e-01,3.740711e-24
2.0,CIPSI_EN_SQD,3,-92.1662928745,1.024926e-05,1.163217e-21,1.273143e-23,9.998412e-01
2.0,CIPSI_EN_SQD,4,-92.1660109582,8.906268e-23,1.442397e-06,9.584148e-23,8.828256e-23
2.0,CIPSI_EN_SQD,5,-92.1625482039,9.723681e-25,3.759471e-22,2.750850e-05,2.668198e-26
2.0,CIPSI_EN_SQD,6,-92.1456492694,1.100668e-22,1.595075e-22,1.810081e-07,1.721803e-24
2.0,CIPSI_EN_SQD,7,-92.1196836750,3.357794e-23,1.287594e-20,8.111257e-07,2.142871e-26
2.0,CIPSI_EN_SQD,8,-92.1173833349,1.471164e-21,7.405586e-08,2.165741e-20,5.993523e-22
2.0,CIPSI_EN_SQD,9,-92.1173499866,7.549797e-07,2.544155e-24,1.044123e-25,4.011909e-06
2.0,CIPSI_EN_SQD,10,-92.1098324294,2.416830e-23,3.591953e-21,8.903976e-07,2.460117e-24
2.0,CIPSI_EN_SQD,11,-92.1097546054,1.094588e-24,3.596196e-22,1.039445e-24,2.861515e-24
2.0,CIPSI_EN_SQD,12,-92.0967736603,3.091517e-24,1.258353e-20,2.529576e-24,1.575132e-23
2.0,CIPSI_EN_SQD,13,-92.0897201818,2.772147e-17,1.645577e-10,2.636471e-18,4.232099e-16
2.0,CIPSI_EN_SQD,14,-92.0897199352,5.603894e-08,9.989579e-21,3.418889e-22,8.860642e-07
2.1,ExtSQD,0,-92.1749024794,2.816361e-19,9.837712e-01,4.441770e-18,1.357810e-19
2.1,ExtSQD,1,-92.1745296100,9.748675e-01,2.237126e-16,1.753970e-15,2.089013e-02
2.1,ExtSQD,2,-92.1561613782,8.106495e-18,3.298865e-18,7.037555e-01,9.419701e-18
2.1,ExtSQD,3,-92.1552040569,4.418568e-19,1.074324e-02,9.677981e-17,9.619598e-19
2.1,ExtSQD,4,-92.1545553935,1.916966e-02,2.248874e-16,8.486215e-16,9.708749e-01
2.1,ExtSQD,5,-92.1443658722,3.122293e-20,2.357024e-21,1.462710e-01,3.927828e-20
2.1,ExtSQD,6,-92.1118432427,6.825815e-20,4.394546e-18,6.194873e-02,9.916591e-21
2.1,ExtSQD,7,-92.0969066150,1.477577e-18,3.706686e-20,3.264554e-16,3.526653e-19
2.1,ExtSQD,8,-92.0965926602,1.763352e-17,4.928802e-17,5.851480e-04,1.580507e-17
2.1,ExtSQD,9,-92.0938696556,4.475214e-04,9.831626e-16,1.243837e-16,4.031556e-04
2.1,ExtSQD,10,-92.0934036600,7.262912e-20,4.724086e-04,8.448747e-15,1.295999e-16
2.1,ExtSQD,11,-92.0913401070,5.163537e-18,6.386531e-17,3.480034e-02,1.467549e-18
2.1,ExtSQD,12,-92.0862982179,1.050607e-16,2.109427e-04,4.858565e-16,1.989320e-16
2.1,ExtSQD,13,-92.0853864911,3.401689e-04,1.617236e-11,1.866235e-11,6.607548e-04
