R_angstrom,n_configs,cumulative_weight
1.35,818,99.9917440742
1.35,861,99.9929252170
1.35,904,99.9938832004
1.35,947,99.9946941369
1.35,990,99.9953827564
1.35,1033,99.9959842573
1.35,1076,99.9965074017
1.35,1119,99.9969616064
1.35,1162,99.9973435178
1.35,1205,99.9976720470
1.35,1248,99.9979666244
1.35,1291,99.9982235687
1.35,1334,99.9984496053
1.35,1377,99.9986417374
1.35,1420,99.9988076814
1.35,1463,99.9989524177
1.35,1506,99.9990764861
1.35,1549,99.9991806771
1.35,1592,99.9992728356
1.35,1635,99.9993525421
1.35,1678,99.9994221351
1.35,1721,99.9994838769
1.35,1764,99.9995397413
1.35,1807,99.9995905268
1.35,1850,99.9996360053
1.35,1893,99.9996765495
1.35,1936,99.9997119179
1.35,1979,99.9997435549
1.35,2022,99.9997708960
1.35,2065,99.9997950719
1.35,2108,99.9998170119
1.35,2151,99.9998366740
1.35,2194,99.9998542849
1.35,2237,99.9998702876
1.35,2280,99.9998846130
1.35,2323,99.9998975730
1.35,2366,99.9999093484
1.35,2409,99.9999201731
1.35,2452,99.9999298770
1.35,2495,99.9999384394
1.35,2538,99.9999460498
1.35,2581,99.9999529393
1.35,2624,99.9999588559
1.35,2667,99.9999641151
1.35,2710,99.9999687574
1.35,2753,99.9999728328
1.35,2796,99.9999763215
1.35,2839,99.9999793735
1.35,2882,99.9999820212
1.35,2925,99.9999843151
1.35,2968,99.9999863191
1.35,3011,99.9999881143
1.35,3054,99.9999897008
1.35,3097,99.9999911315
1.35,3140,99.9999923922
1.35,3183,99.9999935568
1.35,3226,99.9999946129
1.35,3269,99.9999955388
1.35,3312,99.9999963439
1.35,3355,99.9999970256
1.35,3398,99.9999975801
1.35,3441,99.9999980725
1.35,3484,99.9999984903
1.35,3527,99.9999988335
1.35,3570,99.9999991130
1.35,3613,99.9999993384
1.35,3656,99.9999995184
1.35,3699,99.9999996580
1.35,3742,99.9999997641
1.35,3785,99.9999998494
1.35,3828,99.9999999109
1.35,3871,99.9999999491
1.35,3914,99.9999999754
1.35,3957,99.9999999926
1.35,4000,99.9999999996
1.35,4043,100.0000000000
1.35,4086,100.0000000000
1.35,4129,100.0000000000
1.35,4172,100.0000000000
1.35,4215,100.0000000000
1.35,4258,100.0000000000
1.35,4301,100.0000000000
1.35,4344,100.0000000000
1.35,4368,100.0000000000
1.4,1,82.1254627700
1.4,44,98.6590108392
1.4,87,99.4947234252
1.4,130,99.7273227170
1.4,173,99.8165612376
1.4,216,99.8739670158
1.4,259,99.9111357814
1.4,302,99.9344850094
1.4,345,99.9496984339
1.4,388,99.9594119335
1.4,431,99.9665401605
1.4,474,99.9721447559
1.4,517,99.9767489384
1.4,560,99.9805738141
1.4,603,99.9838273957
1.4,646,99.9865210655
1.4,689,99.9886701969
1.4,732,99.9904755849
1.4,775,99.9919450035
1.4,818,99.9931658126
1.4,861,99.9941653437
1.4,904,99.9950157988
1.4,947,99.9957505413
1.4,990,99.9963544918
1.4,1033,99.9968484375
1.4,1076,99.9972803975
1.4,1119,99.9976420748
1.4,1162,99.9979506895
1.4,1205,99.9982133501
1.4,1248,99.9984431848
1.4,1291,99.9986443933
1.4,1334,99.9988153261
1.4,1377,99.9989594565
1.4,1420,99.9990861835
1.4,1463,99.9991954145
1.4,1506,99.9992900058
1.4,1549,99.9993707867
1.4,1592,99.9994410448
1.4,1635,99.9995033949
1.4,1678,99.9995583768
1.4,1721,99.9996074635
1.4,1764,99.9996508037
1.4,1807,99.9996887023
1.4,1850,99.9997228695
1.4,1893,99.9997533718
1.4,1936,99.9997798319
1.4,1979,99.9998035673
1.4,2022,99.9998249581
1.4,2065,99.9998445919
1.4,2108,99.9998621191
1.4,2151,99.9998782419
1.4,2194,99.9998927664
1.4,2237,99.9999056575
1.4,2280,99.9999168799
1.4,2323,99.9999265420
1.4,2366,99.9999351466
1.4,2409,99.9999427850
1.4,2452,99.9999495510
1.4,2495,99.9999555388
1.4,2538,99.9999608753
1.4,2581,99.9999656349
1.4,2624,99.9999698497
1.4,2667,99.9999735748
1.4,2710,99.9999767650
1.4,2753,99.9999796713
1.4,2796,99.9999822239
1.4,2839,99.9999844516
1.4,2882,99.9999864049
1.4,2925,99.9999881154
1.4,2968,99.9999896369
1.4,3011,99.9999909886
1.4,3054,99.9999921973
1.4,3097,99.9999932987
1.4,3140,99.9999943027
1.4,3183,99.9999951903
1.4,3226,99.9999959856
1.4,3269,99.9999966769
1.4,3312,99.9999972723
1.4,3355,99.9999977822
1.4,3398,99.9999982098
1.4,3441,99.9999985668
1.4,3484,99.9999988543
1.4,3527,99.9999990993
1.4,3570,99.9999993083
1.4,3613,99.9999994787
1.4,3656,99.9999996147
1.4,3699,99.9999997246
1.4,3742,99.9999998089
1.4,3785,99.9999998727
1.4,3828,99.9999999206
1.4,3871,99.9999999560
1.4,3914,99.9999999795
1.4,3957,99.9999999939
1.4,4000,99.9999999997
1.4,4043,100.0000000000
1.4,4086,100.0000000000
1.4,4129,100.0000000000
1.4,4172,100.0000000000
1.4,4215,100.0000000000
1.4,4258,100.0000000000
1.4,4301,100.0000000000
1.4,4344,100.0000000000
1.4,4368,100.0000000000
1.45,1,79.9605572904
1.45,44,98.4215078025
1.45,87,99.3182516159
1.45,130,99.6225176592
1.45,173,99.7459084689
1.45,216,99.8223412023
1.45,259,99.8728019274
1.45,302,99.9061767586
1.45,345,99.9279536881
1.45,388,99.9428489182
1.45,431,99.9540124027
1.45,474,99.9623715847
1.45,517,99.9688491246
1.45,560,99.9741464487
1.45,603,99.9785066212
1.45,646,99.9821226986
1.45,689,99.9849068903
1.45,732,99.9871281272
1.45,775,99.9890509512
1.45,818,99.9907112996
1.45,861,99.9921057977
1.45,904,99.9932419525
1.45,947,99.9942187661
1.45,990,99.9950492786
1.45,1033,99.9957302968
1.45,1076,99.9963136885
1.45,1119,99.9968003461
1.45,1162,99.9972205638
1.45,1205,99.9975773556
1.45,1248,99.9978834966
1.45,1291,99.9981499372
1.45,1334,99.9983832502
