R_angstrom,method,root_index,E_root_Ha,overlap_sq_D0,overlap_sq_D1,overlap_sq_D2,overlap_sq_Q1
1.3,ExtSQD,7,-75.2659561104,1.792620e-32,5.899082e-29,7.826663e-28,1.242320e-05
1.3,ExtSQD,8,-75.2658731803,1.950313e-35,9.562389e-29,9.758940e-08,4.708693e-28
1.3,ExtSQD,9,-75.2269982449,2.920497e-31,1.538143e-08,1.823830e-28,7.559444e-29
1.3,CIPSI_EN_SQD,0,-75.5143517087,9.999848e-01,4.644265e-21,2.514309e-36,4.843931e-36
1.3,CIPSI_EN_SQD,1,-75.5143429234,4.644241e-21,9.999856e-01,1.358474e-27,2.659697e-27
1.3,CIPSI_EN_SQD,2,-75.3721184147,2.902948e-36,1.368054e-27,9.999868e-01,1.326618e-24
1.3,CIPSI_EN_SQD,3,-75.3590079595,1.635037e-36,2.665586e-27,1.329228e-24,9.999740e-01
1.3,CIPSI_EN_SQD,4,-75.3270578374,3.666431e-34,1.979512e-27,2.912069e-26,2.488041e-07
1.3,CIPSI_EN_SQD,5,-75.2955552763,9.064371e-30,2.478579e-09,6.839832e-26,1.754143e-26
1.3,CIPSI_EN_SQD,6,-75.2955452166,3.047224e-09,2.374490e-29,1.099129e-31,7.687263e-27
1.3,CIPSI_EN_SQD,7,-75.2669687230,1.568064e-36,2.084257e-29,1.188176e-09,4.827126e-27
1.3,CIPSI_EN_SQD,8,-75.2669449396,8.242796e-33,1.068395e-27,1.025425e-28,7.732793e-08
1.3,CIPSI_EN_SQD,9,-75.2274541512,2.692199e-32,2.731589e-09,2.151866e-27,4.626019e-27
1.35,ExtSQD,0,-75.5047357383,9.999910e-01,1.278488e-21,4.633524e-34,9.691744e-36
1.35,ExtSQD,1,-75.5047282967,1.278481e-21,9.999930e-01,1.722727e-27,2.634878e-28
1.35,ExtSQD,2,-75.3657306395,6.789715e-37,1.770068e-27,9.999867e-01,1.806839e-20
1.35,ExtSQD,3,-75.3656963365,2.409357e-36,2.906471e-28,1.808113e-20,9.994848e-01
1.35,ExtSQD,4,-75.3357707735,3.574232e-36,1.443152e-27,9.462007e-27,3.018632e-04
1.35,ExtSQD,5,-75.3099087409,6.162962e-29,3.359878e-08,7.599054e-28,9.085786e-27
1.35,ExtSQD,6,-75.3096623232,6.833616e-08,3.954110e-28,5.728138e-29,1.463408e-29
1.35,ExtSQD,7,-75.2740617263,1.602440e-32,4.750964e-28,3.300627e-27,1.188558e-05
1.35,ExtSQD,8,-75.2739762205,1.915704e-34,1.612879e-28,2.162013e-07,3.010367e-26
1.35,ExtSQD,9,-75.2419648222,3.307854e-29,2.432837e-08,9.871127e-27,4.819039e-29
1.35,CIPSI_EN_SQD,0,-75.5046766279,9.999858e-01,7.005294e-22,1.272089e-35,1.908157e-35
1.35,CIPSI_EN_SQD,1,-75.5046696211,7.005279e-22,9.999868e-01,1.115330e-26,6.746788e-27
1.35,CIPSI_EN_SQD,2,-75.3663332722,9.935010e-36,6.718580e-27,2.187834e-22,9.999747e-01
1.35,CIPSI_EN_SQD,3,-75.3656922063,3.801298e-36,1.124111e-26,9.999870e-01,2.192656e-22
1.35,CIPSI_EN_SQD,4,-75.3360778294,2.162936e-34,1.317336e-28,1.596969e-26,3.489832e-07
1.35,CIPSI_EN_SQD,5,-75.3102472389,3.481701e-29,3.089054e-09,1.941635e-27,6.233383e-27
1.35,CIPSI_EN_SQD,6,-75.3102318212,3.059823e-09,2.761161e-29,8.411564e-28,2.576211e-28
1.35,CIPSI_EN_SQD,7,-75.2750399847,1.847430e-36,4.629255e-28,2.772801e-09,1.122826e-26
1.35,CIPSI_EN_SQD,8,-75.2750240683,7.144448e-33,5.148602e-29,1.989238e-27,8.239354e-08
1.35,CIPSI_EN_SQD,9,-75.2424301928,5.597575e-30,3.948068e-09,1.311956e-28,1.322407e-28
1.4,ExtSQD,0,-75.4952739281,9.999892e-01,2.638080e-22,5.529148e-36,1.204186e-34
1.4,ExtSQD,1,-75.4952681780,2.638066e-22,9.999918e-01,7.361993e-30,3.493712e-28
1.4,ExtSQD,2,-75.3720236708,1.286920e-33,3.505166e-28,5.811772e-25,9.994774e-01
1.4,ExtSQD,3,-75.3597145845,1.503133e-34,8.849682e-30,9.999819e-01,5.708268e-25
1.4,ExtSQD,4,-75.3439602296,3.101350e-34,1.027198e-28,1.237613e-25,3.138503e-04
1.4,ExtSQD,5,-75.3228726342,1.065219e-29,4.762270e-08,6.287148e-26,8.139899e-27
1.4,ExtSQD,6,-75.3226215964,1.141063e-07,1.365462e-29,1.215035e-27,3.771579e-27
1.4,ExtSQD,7,-75.2812055060,3.216767e-32,2.441311e-29,1.351267e-26,1.184260e-05
1.4,ExtSQD,8,-75.2811180481,6.249368e-34,3.782330e-27,4.755767e-07,6.233760e-26
1.4,ExtSQD,9,-75.2551787240,2.876788e-30,3.661486e-08,1.038761e-27,6.412074e-28
1.4,CIPSI_EN_SQD,0,-75.4952235466,9.999858e-01,1.695792e-21,8.646936e-36,6.054907e-38
1.4,CIPSI_EN_SQD,1,-75.4952173549,1.695785e-21,9.999869e-01,8.925043e-29,1.755679e-27
1.4,CIPSI_EN_SQD,2,-75.3726380084,1.730451e-35,1.795160e-27,3.144481e-25,9.999739e-01
1.4,CIPSI_EN_SQD,3,-75.3596932037,4.697371e-36,9.444463e-29,9.999870e-01,3.137451e-25
1.4,CIPSI_EN_SQD,4,-75.3442617542,4.640800e-34,1.145710e-27,3.801139e-25,4.864029e-07
1.4,CIPSI_EN_SQD,5,-75.3232077195,1.278651e-29,3.955266e-09,3.942641e-27,3.083578e-27
1.4,CIPSI_EN_SQD,6,-75.3231891987,3.118507e-09,2.412751e-28,4.637792e-29,2.364081e-28
1.4,CIPSI_EN_SQD,7,-75.2821459879,1.304750e-35,5.980048e-27,5.303022e-09,3.263408e-27
1.4,CIPSI_EN_SQD,8,-75.2821270806,6.411097e-33,5.467166e-28,2.838260e-27,8.436173e-08
1.4,CIPSI_EN_SQD,9,-75.2556304062,1.151080e-30,5.786074e-09,5.315700e-28,1.103509e-28
1.45,ExtSQD,0,-75.4861860128,9.999859e-01,2.289847e-21,5.188895e-33,3.238874e-34
1.45,ExtSQD,1,-75.4861808476,2.289831e-21,9.999891e-01,4.444047e-29,3.884293e-29
1.45,ExtSQD,2,-75.3774474900,1.513588e-33,4.285947e-29,5.398072e-27,9.994598e-01
1.45,ExtSQD,3,-75.3542614652,2.217218e-34,4.424217e-29,9.999747e-01,4.509733e-27
1.45,ExtSQD,4,-75.3513547881,1.143105e-31,8.635523e-29,1.267676e-25,3.334989e-04
1.45,ExtSQD,5,-75.3342880169,6.382949e-29,4.821965e-08,2.623505e-26,9.253254e-27
1.45,ExtSQD,6,-75.3340232144,1.743137e-07,1.588198e-28,1.128694e-27,1.681023e-28
1.45,ExtSQD,7,-75.2874855839,1.269615e-32,5.809364e-30,6.995391e-27,1.284899e-05
1.45,ExtSQD,8,-75.2667648230,5.018732e-29,5.706949e-08,3.909169e-28,3.364307e-28
1.45,ExtSQD,9,-75.2662500137,2.314432e-07,1.849412e-28,1.900771e-26,1.858933e-31
1.45,CIPSI_EN_SQD,0,-75.4861271668,9.999819e-01,6.390611e-21,3.806290e-34,1.500007e-36
1.45,CIPSI_EN_SQD,1,-75.4861235206,6.390594e-21,9.999835e-01,2.450558e-28,3.512843e-27
1.45,CIPSI_EN_SQD,2,-75.3780296261,5.376116e-34,3.494576e-27,1.959133e-27,9.999720e-01
1.45,CIPSI_EN_SQD,3,-75.3542437490,1.820268e-35,2.429583e-28,9.999834e-01,2.001535e-27
1.45,CIPSI_EN_SQD,4,-75.3516360945,2.130370e-34,1.158920e-28,8.024519e-26,3.190563e-07
1.45,CIPSI_EN_SQD,5,-75.3345753466,3.192486e-29,1.354100e-08,1.630745e-25,5.156282e-28
1.45,CIPSI_EN_SQD,6,-75.3345600014,1.178557e-08,3.177718e-29,2.375826e-27,1.964264e-33
1.45,CIPSI_EN_SQD,7,-75.2883605237,7.704983e-34,2.230005e-28,1.004721e-26,8.164979e-08
1.45,CIPSI_EN_SQD,8,-75.2671782353,2.991134e-29,1.162862e-08,4.129478e-27,1.521760e-27
1.45,CIPSI_EN_SQD,9,-75.2671517980,1.892860e-08,3.321931e-29,1.623396e-26,4.775390e-35
1.5,ExtSQD,0,-75.4775794020,9.999808e-01,1.752504e-22,5.322958e-34,2.282373e-34
1.5,ExtSQD,1,-75.4775748980,1.752481e-22,9.999847e-01,4.585482e-28,9.500626e-29
1.5,ExtSQD,2,-75.3820743687,1.101492e-33,1.047254e-28,3.664712e-04,9.994337e-01
1.5,ExtSQD,3,-75.3580011918,4.341212e-32,4.517614e-28,9.995110e-01,3.612681e-04
1.5,ExtSQD,4,-75.3494542064,5.645782e-30,1.987116e-28,9.891771e-26,4.744233e-27
1.5,ExtSQD,5,-75.3442706234,2.945125e-29,8.590024e-08,1.157401e-26,1.658954e-26
1.5,ExtSQD,6,-75.3440053560,3.162869e-07,2.123492e-28,9.346969e-26,4.931553e-29
1.5,ExtSQD,7,-75.2929458798,3.339186e-33,5.045275e-28,1.189252e-05,1.207806e-05
1.5,ExtSQD,8,-75.2768127927,1.972323e-29,8.674390e-08,4.956987e-29,1.278851e-27
1.5,ExtSQD,9,-75.2763030359,3.567709e-07,1.168973e-28,8.713440e-29,1.359170e-27
1.5,CIPSI_EN_SQD,0,-75.4775863167,9.999877e-01,1.078224e-22,1.890706e-35,1.103105e-35
1.5,CIPSI_EN_SQD,1,-75.4775656563,1.078220e-22,9.999869e-01,2.382366e-28,1.631544e-31
1.5,CIPSI_EN_SQD,2,-75.3826561487,1.383656e-38,3.619834e-31,2.762514e-06,9.999711e-01
1.5,CIPSI_EN_SQD,3,-75.3583180580,3.211232e-34,2.385082e-28,9.999761e-01,2.739281e-06
1.5,CIPSI_EN_SQD,4,-75.3494914619,1.636926e-32,6.347561e-28,8.546667e-26,8.460980e-27
1.5,CIPSI_EN_SQD,5,-75.3445942950,8.441759e-10,3.439514e-28,3.344724e-27,8.089098e-28
1.5,CIPSI_EN_SQD,6,-75.3445636791,1.703399e-30,1.723433e-09,7.472011e-26,4.542490e-27
1.5,CIPSI_EN_SQD,7,-75.2938085955,4.925539e-31,6.595052e-27,2.379048e-27,1.321713e-29
1.5,CIPSI_EN_SQD,8,-75.2938050435,2.008290e-33,4.254592e-28,1.469082e-10,1.341050e-10
1.5,CIPSI_EN_SQD,9,-75.2772571129,1.146558e-08,1.752606e-30,6.190875e-28,1.787265e-28
1.6,ExtSQD,0,-75.4621392912,9.799336e-22,9.999809e-01,7.513356e-28,9.416203e-28
1.6,ExtSQD,1,-75.4621355779,9.999728e-01,9.799346e-22,4.766114e-28,2.117001e-28
1.6,ExtSQD,2,-75.3893782103,1.990342e-28,9.079894e-28,4.820585e-04,9.993148e-01
1.6,ExtSQD,3,-75.3692958185,4.797828e-28,7.992851e-28,9.993896e-01,4.760470e-04
1.6,ExtSQD,4,-75.3606309688,3.569378e-28,1.804410e-07,1.187850e-26,5.688127e-27
1.6,ExtSQD,5,-75.3603143718,1.083493e-06,5.389558e-28,7.530735e-27,4.306607e-27
1.6,ExtSQD,6,-75.3419023032,5.463605e-29,6.419472e-29,2.452504e-26,2.788144e-26
1.6,ExtSQD,7,-75.3018923354,7.843498e-29,6.730845e-28,1.416347e-05,1.579868e-05
1.6,ExtSQD,8,-75.2930285236,6.032156e-28,1.546701e-07,1.044326e-28,8.303350e-29
1.6,ExtSQD,9,-75.2924296114,9.176509e-07,6.074782e-28,5.191731e-29,1.957583e-27
1.6,CIPSI_EN_SQD,0,-75.4621605485,9.999862e-01,4.686680e-24,1.168973e-36,2.052916e-36
1.6,CIPSI_EN_SQD,1,-75.4621419296,4.686622e-24,9.999855e-01,2.763332e-28,7.793818e-28
1.6,CIPSI_EN_SQD,2,-75.3899413298,3.043034e-34,7.835572e-28,4.522305e-06,9.999670e-01
1.6,CIPSI_EN_SQD,3,-75.3696147701,2.324163e-34,2.812815e-28,9.999722e-01,4.488004e-06
1.6,CIPSI_EN_SQD,4,-75.3609300676,5.814624e-10,2.065986e-28,4.186926e-28,6.031646e-27
1.6,CIPSI_EN_SQD,5,-75.3608976138,3.123318e-31,1.350232e-09,1.282523e-25,1.688881e-27
1.6,CIPSI_EN_SQD,6,-75.3419907604,4.369488e-33,9.776425e-29,4.835736e-28,1.187309e-27
1.6,CIPSI_EN_SQD,7,-75.3027430120,7.741739e-30,2.691813e-27,1.671009e-27,5.480312e-28
1.6,CIPSI_EN_SQD,8,-75.3027161050,1.012632e-32,5.420666e-28,1.587547e-09,8.250166e-10
1.6,CIPSI_EN_SQD,9,-75.2934248840,1.596113e-08,1.543216e-28,2.007179e-29,6.552234e-28
1.7,ExtSQD,0,-75.4492482660,1.339215e-22,9.999801e-01,2.890594e-27,4.616807e-28
1.7,ExtSQD,1,-75.4492310936,9.999649e-01,1.339206e-22,1.034086e-27,6.443201e-27
1.7,ExtSQD,2,-75.3947810534,6.421641e-27,4.166534e-28,4.588362e-04,9.993631e-01
1.7,ExtSQD,3,-75.3783551734,9.764107e-28,2.901603e-27,9.994240e-01,4.537691e-04
1.7,ExtSQD,4,-75.3731253884,2.207773e-28,1.525565e-07,1.879762e-25,9.294668e-27
1.7,ExtSQD,5,-75.3727447025,3.283276e-06,6.712124e-28,2.992495e-25,9.343001e-26
1.7,ExtSQD,6,-75.3368677574,4.051918e-28,9.040448e-32,1.772016e-26,1.038796e-27
1.7,ExtSQD,7,-75.3088493998,6.256366e-26,1.392460e-30,3.230626e-26,6.882789e-26
1.7,ExtSQD,8,-75.3087961902,4.144422e-28,4.228021e-28,1.854848e-05,2.268274e-05
1.7,ExtSQD,9,-75.3050072565,1.402050e-28,1.032906e-07,3.937529e-31,1.428750e-27
1.7,CIPSI_EN_SQD,0,-75.4492697976,9.999850e-01,2.594514e-23,1.561091e-33,3.993015e-34
1.7,CIPSI_EN_SQD,1,-75.4492404848,2.594501e-23,9.999829e-01,4.268176e-27,4.102058e-28
1.7,CIPSI_EN_SQD,2,-75.3952386604,3.883248e-34,4.031053e-28,3.353434e-06,9.999701e-01
1.7,CIPSI_EN_SQD,3,-75.3786254389,4.123756e-34,4.242906e-27,9.999744e-01,3.331845e-06
1.7,CIPSI_EN_SQD,4,-75.3733266447,6.369825e-10,8.904141e-29,1.590373e-26,2.823352e-27
1.7,CIPSI_EN_SQD,5,-75.3732915655,2.311709e-32,7.003032e-09,1.337285e-25,1.871405e-26
1.7,CIPSI_EN_SQD,6,-75.3369843570,4.334520e-28,4.710370e-29,7.607855e-28,4.151513e-27
1.7,CIPSI_EN_SQD,7,-75.3095847322,1.674180e-26,2.082392e-31,1.879633e-27,7.987624e-28
1.7,CIPSI_EN_SQD,8,-75.3095798614,2.688783e-33,2.638469e-28,2.130730e-12,6.475044e-11
1.7,CIPSI_EN_SQD,9,-75.3052562442,2.831798e-08,8.702294e-29,8.960471e-27,1.590384e-30
1.8,ExtSQD,0,-75.4388625487,3.908709e-23,9.999769e-01,1.135552e-27,5.198518e-27
1.8,ExtSQD,1,-75.4388360200,9.999539e-01,3.908659e-23,6.089251e-27,1.665791e-27
1.8,ExtSQD,2,-75.3986652844,1.830699e-27,5.336271e-27,5.492125e-04,9.992929e-01
1.8,ExtSQD,3,-75.3854849045,6.294287e-27,1.044871e-27,9.993458e-01,5.445331e-04
1.8,ExtSQD,4,-75.3824666301,6.347588e-31,3.725396e-07,1.133234e-25,4.784652e-27
1.8,ExtSQD,5,-75.3821356247,7.154039e-06,5.073174e-29,7.745385e-25,3.770113e-27
1.8,ExtSQD,6,-75.3337587222,1.268036e-27,1.258823e-28,6.599458e-27,1.199022e-26
1.8,ExtSQD,7,-75.3141231843,6.995429e-26,1.821476e-30,2.397786e-25,2.871220e-25
1.8,ExtSQD,8,-75.3140713154,1.054963e-29,2.275427e-28,1.279362e-05,1.699573e-05
1.8,ExtSQD,9,-75.3134207404,4.426691e-30,1.735726e-07,7.211681e-27,2.698802e-28
1.8,CIPSI_EN_SQD,0,-75.4388914907,9.999833e-01,5.928675e-24,1.326079e-33,7.640016e-35
1.8,CIPSI_EN_SQD,1,-75.4388632134,5.928668e-24,9.999814e-01,1.107645e-27,1.322526e-26
1.8,CIPSI_EN_SQD,2,-75.3990709977,8.806623e-36,1.331952e-26,6.773081e-06,9.999645e-01
1.8,CIPSI_EN_SQD,3,-75.3857344973,4.091115e-34,1.097607e-27,9.999694e-01,6.735078e-06
1.8,CIPSI_EN_SQD,4,-75.3826637354,2.377859e-09,4.077274e-29,1.884981e-26,2.873075e-26
1.8,CIPSI_EN_SQD,5,-75.3826286308,6.374354e-30,5.281282e-12,9.540443e-24,1.031871e-26
1.8,CIPSI_EN_SQD,6,-75.3339009558,7.216885e-32,3.935219e-33,4.395673e-27,1.981703e-26
1.8,CIPSI_EN_SQD,7,-75.3147728685,1.420417e-28,8.247210e-30,1.794467e-27,3.461379e-27
1.8,CIPSI_EN_SQD,8,-75.3147678276,2.756744e-31,3.221191e-28,1.066170e-09,2.468275e-09
1.8,CIPSI_EN_SQD,9,-75.3136661299,4.244577e-08,5.523197e-29,2.047011e-27,2.934094e-28
1.9,ExtSQD,0,-75.4307871066,1.247250e-21,9.999729e-01,7.191780e-27,7.080238e-27
1.9,ExtSQD,1,-75.4307457734,9.999330e-01,1.247235e-21,3.400222e-30,1.866648e-27
1.9,ExtSQD,2,-75.4014851472,1.959628e-27,7.552885e-27,7.913373e-04,9.990523e-01
1.9,ExtSQD,3,-75.3910727561,5.248138e-31,7.289963e-27,9.991040e-01,7.859074e-04
1.9,ExtSQD,4,-75.3894690579,1.405211e-27,8.362066e-07,9.725367e-24,3.579765e-26
1.9,ExtSQD,5,-75.3891433300,1.756869e-05,3.723731e-27,1.309394e-25,8.341133e-26
1.9,ExtSQD,6,-75.3319570289,6.433283e-28,4.840729e-27,5.401865e-27,3.689245e-28
1.9,ExtSQD,7,-75.3192450533,6.540344e-28,2.534788e-07,2.836817e-28,4.523682e-29
1.9,ExtSQD,8,-75.3186737799,4.370578e-06,8.103523e-27,9.714947e-28,5.549786e-28
1.9,ExtSQD,9,-75.3180610657,1.058371e-27,1.607786e-28,1.148332e-05,1.649736e-05
1.9,CIPSI_EN_SQD,0,-75.4308344634,9.999832e-01,2.589369e-22,1.175517e-32,1.227203e-33
1.9,CIPSI_EN_SQD,1,-75.4308032830,2.589357e-22,9.999807e-01,4.797941e-26,2.112109e-26
1.9,CIPSI_EN_SQD,2,-75.4018920692,1.804320e-34,2.136279e-26,9.486524e-06,9.999629e-01
1.9,CIPSI_EN_SQD,3,-75.3913324655,3.295021e-32,4.771878e-26,9.999673e-01,9.443097e-06
1.9,CIPSI_EN_SQD,4,-75.3896703252,6.269278e-09,3.865839e-27,6.468135e-25,5.234488e-25
1.9,CIPSI_EN_SQD,5,-75.3896399119,1.266754e-29,1.088504e-09,1.730863e-23,1.231466e-25
1.9,CIPSI_EN_SQD,6,-75.3321435695,2.645690e-32,6.355226e-27,9.175171e-28,2.803903e-28
1.9,CIPSI_EN_SQD,7,-75.3194903084,6.098585e-08,1.964078e-27,1.788906e-27,1.915801e-27
1.9,CIPSI_EN_SQD,8,-75.3194715318,1.197644e-29,7.174765e-08,2.764873e-28,3.134986e-28
1.9,CIPSI_EN_SQD,9,-75.3187499736,7.718070e-31,1.507235e-27,4.909729e-10,1.260441e-10
2.0,ExtSQD,0,-75.4247325734,9.999694e-01,2.334070e-24,1.674806e-29,1.136168e-31
2.0,ExtSQD,1,-75.4246475857,2.333224e-24,9.998912e-01,3.158547e-27,4.267651e-27
2.0,ExtSQD,2,-75.4035487568,2.333669e-31,3.649629e-27,1.485905e-03,9.983457e-01
2.0,ExtSQD,3,-75.3954384929,2.317721e-32,5.854285e-27,9.984027e-01,1.477621e-03
2.0,ExtSQD,4,-75.3946866954,2.593870e-06,3.442983e-29,5.927097e-24,1.449402e-26
2.0,ExtSQD,5,-75.3943359506,7.094961e-28,4.545950e-05,7.189454e-24,1.185137e-25
2.0,ExtSQD,6,-75.3309740805,2.617677e-29,9.801102e-28,2.069071e-26,7.222678e-28
2.0,ExtSQD,7,-75.3231445239,6.306884e-07,6.026393e-28,4.727870e-29,1.603154e-27
2.0,ExtSQD,8,-75.3225761523,1.575479e-28,7.693029e-06,3.297377e-27,2.344316e-28
2.0,ExtSQD,9,-75.3211309277,8.705376e-28,7.445427e-28,8.161903e-27,7.906426e-29
2.0,CIPSI_EN_SQD,0,-75.4247480867,9.999788e-01,8.103606e-23,1.863680e-31,4.965448e-34
2.0,CIPSI_EN_SQD,1,-75.4247330044,8.103613e-23,9.999786e-01,4.344095e-27,1.599471e-28
2.0,CIPSI_EN_SQD,2,-75.4039886692,7.361431e-33,1.630647e-28,5.795308e-06,9.999690e-01
2.0,CIPSI_EN_SQD,3,-75.3957155554,2.862891e-32,4.268251e-27,9.999708e-01,5.780254e-06
2.0,CIPSI_EN_SQD,4,-75.3948876352,3.402177e-08,1.578412e-27,1.912347e-24,3.028880e-25
2.0,CIPSI_EN_SQD,5,-75.3948748926,2.844746e-28,4.189234e-08,1.231457e-24,1.212319e-25
2.0,CIPSI_EN_SQD,6,-75.3311897665,3.242234e-32,1.096823e-28,3.468512e-27,9.966003e-28
2.0,CIPSI_EN_SQD,7,-75.3234154467,9.814978e-08,1.337256e-28,2.896933e-28,5.087306e-28
2.0,CIPSI_EN_SQD,8,-75.3234078751,9.781170e-28,7.992129e-08,4.321250e-27,8.184200e-27
2.0,CIPSI_EN_SQD,9,-75.3218081112,6.661048e-33,1.212296e-27,1.316688e-08,2.312693e-08
2.1,ExtSQD,0,-75.4202709112,9.999627e-01,1.597399e-22,2.148729e-29,1.207561e-31
2.1,ExtSQD,1,-75.4201616450,1.597061e-22,9.997980e-01,5.742988e-28,1.269712e-25
2.1,ExtSQD,2,-75.4050953874,2.035619e-32,1.360495e-25,2.564387e-03,9.972587e-01
2.1,ExtSQD,3,-75.3988363724,5.925416e-32,2.128365e-26,9.973177e-01,2.552804e-03
2.1,ExtSQD,4,-75.3985734935,5.767234e-06,1.582550e-27,4.040132e-24,7.628784e-27
2.1,ExtSQD,5,-75.3981903300,2.492707e-26,1.213519e-04,1.614905e-22,1.710075e-25
2.1,ExtSQD,6,-75.3304686077,6.556063e-29,1.167824e-28,1.165340e-27,1.923859e-27
2.1,ExtSQD,7,-75.3257308204,7.058749e-07,6.141539e-29,1.005145e-27,3.694536e-28
2.1,ExtSQD,8,-75.3251331157,2.464067e-27,1.139000e-05,4.821304e-28,1.343279e-27
2.1,ExtSQD,9,-75.3234309933,1.146757e-26,8.270401e-31,1.010900e-25,1.184934e-25
2.1,CIPSI_EN_SQD,0,-75.4203117611,9.999790e-01,2.082862e-25,1.411258e-30,1.708815e-32
2.1,CIPSI_EN_SQD,1,-75.4202971041,2.082682e-25,9.999790e-01,4.082707e-27,1.327830e-28
2.1,CIPSI_EN_SQD,2,-75.4055714385,1.883223e-31,1.035715e-28,9.452891e-07,9.999774e-01
2.1,CIPSI_EN_SQD,3,-75.3991439144,7.804358e-29,3.207820e-27,9.999774e-01,9.443009e-07
2.1,CIPSI_EN_SQD,4,-75.3987873286,3.928541e-07,7.589746e-27,1.489707e-22,8.199363e-25
2.1,CIPSI_EN_SQD,5,-75.3987692109,4.521185e-27,2.084292e-07,2.577812e-22,2.610107e-24
2.1,CIPSI_EN_SQD,6,-75.3307374180,3.832188e-31,2.051184e-28,2.718740e-27,8.962728e-28
2.1,CIPSI_EN_SQD,7,-75.3260263140,6.498886e-08,2.605304e-27,8.910618e-32,4.201462e-28
2.1,CIPSI_EN_SQD,8,-75.3260099234,2.683804e-27,7.820647e-08,1.281553e-27,2.421302e-28
2.1,CIPSI_EN_SQD,9,-75.3241648810,6.334943e-34,1.388888e-26,7.073420e-11,9.149867e-11
2.2,ExtSQD,0,-75.4170651056,9.999527e-01,4.999759e-23,1.296597e-32,5.676916e-32
2.2,ExtSQD,1,-75.4169300109,4.996720e-23,9.995887e-01,2.930937e-25,9.617710e-31
2.2,ExtSQD,2,-75.4062532530,2.187403e-31,8.490113e-29,4.620690e-03,9.951936e-01
2.2,ExtSQD,3,-75.4014643340,4.265020e-26,1.606103e-26,9.952540e-01,4.603944e-03
2.2,ExtSQD,4,-75.4014510797,1.254592e-05,3.552272e-28,3.387475e-21,1.517432e-23
2.2,ExtSQD,5,-75.4010315753,2.696024e-26,3.120088e-04,1.407727e-21,3.657706e-28
2.2,ExtSQD,6,-75.3274072807,7.238584e-07,3.887797e-29,5.000666e-28,3.513302e-29
2.2,ExtSQD,7,-75.3267771851,1.365053e-27,1.570734e-05,1.653395e-25,5.776986e-30
2.2,ExtSQD,8,-75.3251124635,1.352951e-33,4.629236e-29,1.398606e-05,2.343533e-05
2.2,ExtSQD,9,-75.0999916617,9.484574e-08,7.672107e-30,4.160479e-31,6.502207e-28
2.2,CIPSI_EN_SQD,0,-75.4171143449,9.999776e-01,1.264570e-22,7.732092e-36,1.256626e-34
2.2,CIPSI_EN_SQD,1,-75.4170999484,1.264520e-22,9.999777e-01,3.149652e-28,8.296004e-25
2.2,CIPSI_EN_SQD,2,-75.4067431743,1.668507e-32,8.311800e-25,7.897056e-06,9.999700e-01
2.2,CIPSI_EN_SQD,3,-75.4017949702,1.630130e-28,2.380485e-31,9.999708e-01,7.887159e-06
2.2,CIPSI_EN_SQD,4,-75.4016570642,7.744560e-07,6.675975e-26,2.105908e-22,3.688071e-26
2.2,CIPSI_EN_SQD,5,-75.4016382626,1.545990e-29,2.690234e-07,1.621417e-21,8.804563e-27
2.2,CIPSI_EN_SQD,6,-75.3276955836,6.815466e-08,1.374064e-28,8.304334e-30,5.191945e-28
2.2,CIPSI_EN_SQD,7,-75.3276744901,8.654280e-32,8.981990e-08,6.021325e-27,2.230078e-27
2.2,CIPSI_EN_SQD,8,-75.3259481851,1.236414e-32,1.526737e-28,7.705982e-09,1.290486e-08
2.2,CIPSI_EN_SQD,9,-75.1002093626,1.390602e-09,4.205391e-30,9.038513e-31,2.235560e-29
2.3,ExtSQD,0,-75.4147912007,9.999358e-01,1.966203e-21,4.968651e-27,1.468240e-29
2.3,ExtSQD,1,-75.4146311111,1.964209e-21,9.991154e-01,1.511999e-25,2.909206e-26
2.3,ExtSQD,2,-75.4071155542,5.262885e-31,5.874024e-26,8.572780e-03,9.912343e-01
2.3,ExtSQD,3,-75.4035721125,2.671668e-05,5.807208e-27,9.730906e-22,5.598617e-25
2.3,ExtSQD,4,-75.4034763548,8.322854e-27,4.826825e-25,9.912940e-01,8.548114e-03
2.3,ExtSQD,5,-75.4031140592,1.729312e-24,7.664787e-04,1.385374e-22,5.624287e-26
2.3,ExtSQD,6,-75.3284863981,6.947603e-07,3.013894e-28,1.514109e-29,1.905069e-28
2.3,ExtSQD,7,-75.3278231608,4.583996e-26,2.034970e-05,6.874876e-27,1.952557e-28
2.3,ExtSQD,8,-75.3264322354,2.186225e-31,1.884612e-27,1.622239e-05,2.829417e-05
2.3,ExtSQD,9,-75.0954784628,1.034980e-07,1.226197e-28,4.451931e-30,1.354869e-28
2.3,CIPSI_EN_SQD,0,-75.4148581047,9.999777e-01,5.143202e-22,2.986156e-29,1.023863e-31
2.3,CIPSI_EN_SQD,1,-75.4148501682,5.143142e-22,9.999784e-01,9.571148e-26,1.621140e-25
2.3,CIPSI_EN_SQD,2,-75.4076258973,4.181162e-32,1.619256e-25,1.320286e-05,9.999649e-01
2.3,CIPSI_EN_SQD,3,-75.4038366042,1.199185e-28,7.977958e-26,9.999655e-01,1.319311e-05
2.3,CIPSI_EN_SQD,4,-75.4037728096,1.615388e-07,1.731451e-25,1.871237e-22,1.838602e-24
