R_angstrom,method,root_index,E_root_Ha,overlap_sq_D0,overlap_sq_D1,overlap_sq_D2,overlap_sq_Q1
2.3,CIPSI_EN_SQD,5,-75.4037691507,2.621757e-26,3.037415e-07,2.648227e-21,9.828398e-25
2.3,CIPSI_EN_SQD,6,-75.3287636810,1.184211e-07,1.677576e-26,1.414204e-28,2.536179e-27
2.3,CIPSI_EN_SQD,7,-75.3287627683,2.261108e-26,5.776487e-08,5.675853e-29,5.386901e-27
2.3,CIPSI_EN_SQD,8,-75.3273068659,9.275696e-32,2.954589e-28,1.855319e-09,3.708321e-09
2.3,CIPSI_EN_SQD,9,-75.0957008940,1.500882e-09,1.439123e-30,1.101591e-30,2.133861e-28
2.4,ExtSQD,0,-75.4131865438,9.999045e-01,1.714887e-25,6.338737e-26,6.238637e-29
2.4,ExtSQD,1,-75.4130045038,1.719941e-25,9.980679e-01,9.008820e-24,8.622548e-26
2.4,ExtSQD,2,-75.4077467079,2.652537e-30,1.184039e-25,1.620539e-02,9.835981e-01
2.4,ExtSQD,3,-75.4051266226,5.573328e-05,1.780649e-27,7.592300e-22,2.386682e-25
2.4,ExtSQD,4,-75.4049930982,2.099269e-27,2.131323e-25,9.836534e-01,1.616870e-02
2.4,ExtSQD,5,-75.4046282773,2.134116e-30,1.795681e-03,6.450623e-21,6.297187e-24
2.4,ExtSQD,6,-75.3291797855,6.355799e-07,2.597990e-28,1.828870e-27,4.311938e-28
2.4,ExtSQD,7,-75.3284833846,3.712953e-30,2.506170e-05,1.538320e-25,1.222422e-27
2.4,ExtSQD,8,-75.3274105455,1.179869e-30,8.532473e-28,1.862753e-05,3.352412e-05
2.4,ExtSQD,9,-75.0903870179,1.090335e-07,2.893571e-30,2.282998e-28,3.241373e-29
2.4,CIPSI_EN_SQD,0,-75.4132362329,9.999539e-01,7.494281e-24,2.028167e-26,1.215213e-29
2.4,CIPSI_EN_SQD,1,-75.4132293908,7.491497e-24,9.999583e-01,3.980440e-26,1.166037e-24
2.4,CIPSI_EN_SQD,2,-75.4082671234,5.153769e-30,1.152711e-24,2.789076e-05,9.999486e-01
2.4,CIPSI_EN_SQD,3,-75.4053593152,8.213694e-27,3.723453e-26,9.999459e-01,2.785597e-05
2.4,CIPSI_EN_SQD,4,-75.4053173073,1.794775e-05,4.257829e-25,1.483063e-22,2.175263e-24
2.4,CIPSI_EN_SQD,5,-75.4053100301,3.413133e-25,1.496672e-05,1.055871e-20,3.389301e-24
2.4,CIPSI_EN_SQD,6,-75.3294740609,1.116077e-07,2.098464e-28,7.080231e-28,1.683410e-27
2.4,CIPSI_EN_SQD,7,-75.3294647461,9.044812e-31,7.478026e-08,6.141012e-27,3.173762e-27
2.4,CIPSI_EN_SQD,8,-75.3283329870,7.347414e-33,7.130440e-28,1.639096e-09,3.201728e-09
2.4,CIPSI_EN_SQD,9,-75.0905385849,1.047869e-09,5.461900e-29,3.613049e-29,3.133053e-29
2.5,ExtSQD,0,-75.4111806957,9.990589e-01,2.751196e-23,1.796684e-26,1.945000e-28
2.5,ExtSQD,1,-75.4111147292,2.747980e-23,9.992073e-01,2.290726e-25,7.705961e-24
2.5,ExtSQD,2,-75.4082379937,2.040587e-28,6.624879e-24,2.494310e-02,9.749123e-01
2.5,ExtSQD,3,-75.4055848717,2.974342e-28,2.187449e-24,9.747411e-01,2.489594e-02
2.5,ExtSQD,4,-75.4053639943,5.819341e-04,7.127383e-26,2.431384e-23,1.520925e-26
2.5,ExtSQD,5,-75.4052726152,3.786076e-26,4.121976e-04,8.018451e-22,2.461559e-27
2.5,ExtSQD,6,-75.3290533528,5.831854e-06,1.058069e-27,2.522587e-28,1.039702e-27
2.5,ExtSQD,7,-75.3289807126,1.284741e-28,4.435798e-06,9.673016e-27,6.719625e-26
2.5,ExtSQD,8,-75.3287280582,3.752277e-30,1.186512e-28,8.936002e-08,1.378683e-07
2.5,ExtSQD,9,-75.0838549548,1.791163e-06,1.534960e-28,2.191583e-28,8.102348e-29
2.5,CIPSI_EN_SQD,0,-75.4121546117,9.999801e-01,1.177681e-23,2.031437e-30,2.120207e-33
2.5,CIPSI_EN_SQD,1,-75.4121312190,1.177676e-23,9.999788e-01,9.038595e-25,2.328737e-24
2.5,CIPSI_EN_SQD,2,-75.4087205275,7.057607e-33,2.341748e-24,1.149335e-05,9.999651e-01
2.5,CIPSI_EN_SQD,3,-75.4065278639,4.669995e-30,8.259111e-25,9.999661e-01,1.148294e-05
2.5,CIPSI_EN_SQD,4,-75.4064679665,6.140205e-08,2.006257e-26,8.472159e-24,4.882332e-26
2.5,CIPSI_EN_SQD,5,-75.4064468094,3.137981e-28,2.981196e-07,4.562356e-21,4.299165e-24
2.5,CIPSI_EN_SQD,6,-75.3299222114,1.123710e-07,4.730760e-27,2.260618e-27,9.377996e-28
2.5,CIPSI_EN_SQD,7,-75.3299027110,2.540085e-30,1.047592e-07,2.120697e-29,5.101500e-27
2.5,CIPSI_EN_SQD,8,-75.3290624183,1.090011e-30,3.052444e-28,5.076748e-11,6.180758e-11
2.5,CIPSI_EN_SQD,9,-75.0850500745,1.254276e-09,5.391301e-31,7.556634e-29,9.752689e-29
2.6,ExtSQD,0,-75.4112225614,5.620995e-25,9.998304e-01,1.717405e-24,5.423934e-26
2.6,ExtSQD,1,-75.4110574121,9.933247e-01,5.181650e-25,1.021974e-24,1.490253e-24
2.6,ExtSQD,2,-75.4085321044,8.626699e-25,3.892874e-25,4.324474e-02,9.565808e-01
2.6,ExtSQD,3,-75.4070737148,1.059356e-25,1.257734e-04,4.317171e-21,7.560775e-24
2.6,ExtSQD,4,-75.4069518456,3.038112e-25,3.844758e-24,9.566130e-01,4.318682e-02
2.6,ExtSQD,5,-75.4065837212,6.532435e-03,1.250454e-25,2.794237e-22,5.739147e-24
2.6,ExtSQD,6,-75.3299226990,2.418470e-27,2.096988e-07,4.322020e-27,7.012771e-30
2.6,ExtSQD,7,-75.3292599746,2.473744e-05,1.423473e-28,1.048393e-26,6.510675e-28
2.6,ExtSQD,8,-75.3287329814,4.741400e-29,1.482172e-27,1.903563e-05,3.599506e-05
2.6,ExtSQD,9,-75.0790262663,1.258108e-07,6.797493e-31,5.877878e-28,2.845959e-28
2.6,CIPSI_EN_SQD,0,-75.4113674684,9.999805e-01,3.876961e-24,1.097736e-28,1.303071e-32
2.6,CIPSI_EN_SQD,1,-75.4113429445,3.880480e-24,9.999794e-01,9.101374e-24,3.111947e-24
2.6,CIPSI_EN_SQD,2,-75.4090446719,1.140304e-31,3.208332e-24,7.827461e-05,9.998995e-01
2.6,CIPSI_EN_SQD,3,-75.4073930815,6.212586e-28,9.033514e-24,9.999012e-01,7.822671e-05
2.6,CIPSI_EN_SQD,4,-75.4072936574,5.053114e-07,1.609374e-24,4.134279e-22,1.349982e-25
2.6,CIPSI_EN_SQD,5,-75.4072715859,4.605121e-28,5.584433e-09,2.559457e-21,1.706357e-24
2.6,CIPSI_EN_SQD,6,-75.3302072725,7.631977e-08,9.352818e-28,6.824836e-31,1.243026e-28
2.6,CIPSI_EN_SQD,7,-75.3301902920,6.393917e-29,6.694504e-08,1.861197e-30,2.436177e-27
2.6,CIPSI_EN_SQD,8,-75.3296037214,2.542607e-31,2.520178e-27,3.007342e-09,5.802528e-09
2.6,CIPSI_EN_SQD,9,-75.0792225727,2.236843e-09,2.283689e-30,2.625587e-29,7.072663e-34
2.7,ExtSQD,0,-75.4106445485,1.784068e-22,9.997085e-01,6.190189e-25,1.828135e-23
2.7,ExtSQD,1,-75.4104763319,9.866596e-01,1.716815e-22,1.641745e-27,2.187449e-25
2.7,ExtSQD,2,-75.4087393808,4.061089e-26,1.963772e-23,8.058628e-02,9.192537e-01
2.7,ExtSQD,3,-75.4076588039,2.766763e-24,2.465547e-04,5.802277e-23,2.473462e-23
2.7,ExtSQD,4,-75.4075195935,2.952667e-24,1.342486e-25,9.192655e-01,8.050225e-02
2.7,ExtSQD,5,-75.4071318898,1.318723e-02,7.393235e-24,2.015170e-22,3.532445e-24
2.7,ExtSQD,6,-75.3301027206,1.702409e-26,1.698921e-07,2.023831e-28,1.610978e-28
2.7,ExtSQD,7,-75.3294160532,2.750474e-05,7.283672e-27,1.595337e-28,1.103368e-27
2.7,ExtSQD,8,-75.3290793206,8.516971e-28,9.185218e-30,2.085934e-05,3.997521e-05
2.7,ExtSQD,9,-75.0730149865,1.287677e-07,3.820848e-29,1.039445e-28,1.542206e-30
2.7,CIPSI_EN_SQD,0,-75.4107965491,9.999797e-01,1.661892e-23,6.212659e-30,4.727110e-32
2.7,CIPSI_EN_SQD,1,-75.4107731127,1.663305e-23,9.999796e-01,3.876926e-24,3.900953e-24
2.7,CIPSI_EN_SQD,2,-75.4092499561,2.849864e-32,3.839493e-24,7.845826e-05,9.999002e-01
2.7,CIPSI_EN_SQD,3,-75.4080075444,1.468546e-30,3.977950e-24,9.999015e-01,7.841867e-05
2.7,CIPSI_EN_SQD,4,-75.4078795224,1.356495e-06,2.240172e-24,1.016612e-23,2.932176e-27
2.7,CIPSI_EN_SQD,5,-75.4078598094,1.664888e-28,1.180275e-07,5.884097e-22,8.042603e-24
2.7,CIPSI_EN_SQD,6,-75.3303930437,7.102413e-08,7.918874e-28,1.012894e-27,1.803026e-28
2.7,CIPSI_EN_SQD,7,-75.3303787707,5.092610e-27,5.243156e-08,2.550534e-27,2.180151e-27
2.7,CIPSI_EN_SQD,8,-75.3299805339,4.565756e-30,1.191511e-26,9.997332e-11,1.528829e-10
2.7,CIPSI_EN_SQD,9,-75.0732038031,2.521643e-09,1.812217e-29,1.466894e-30,3.239853e-29
2.8,ExtSQD,0,-75.4102261776,4.820122e-23,9.994720e-01,1.643604e-25,8.035964e-23
2.8,ExtSQD,1,-75.4100622795,9.746352e-01,4.872840e-23,7.282053e-23,5.371125e-23
2.8,ExtSQD,2,-75.4088784533,6.102726e-23,7.336574e-23,1.424760e-01,8.573862e-01
2.8,ExtSQD,3,-75.4080745811,4.464252e-24,4.821923e-04,2.313069e-21,1.099293e-24
2.8,ExtSQD,4,-75.4078987467,3.498848e-24,7.767486e-24,8.573703e-01,1.423585e-01
2.8,ExtSQD,5,-75.4075069476,2.520251e-02,2.693348e-28,5.548538e-22,1.984160e-23
2.8,ExtSQD,6,-75.3302142721,8.071053e-27,1.366682e-07,8.829154e-28,1.822675e-26
2.8,ExtSQD,7,-75.3295042234,3.007153e-05,1.747480e-29,1.157130e-25,5.787510e-26
2.8,ExtSQD,8,-75.3293074982,5.707404e-26,1.795608e-27,2.266586e-05,4.388518e-05
2.8,ExtSQD,9,-75.0669419596,1.304869e-07,7.366305e-30,3.277328e-28,1.544979e-28
2.8,CIPSI_EN_SQD,0,-75.4103908307,9.999728e-01,1.359395e-25,7.951417e-27,7.249092e-30
2.8,CIPSI_EN_SQD,1,-75.4103685753,1.329076e-25,9.999813e-01,6.645153e-25,3.169988e-24
2.8,CIPSI_EN_SQD,2,-75.4093731052,3.888878e-30,3.217256e-24,2.257860e-04,9.997538e-01
2.8,CIPSI_EN_SQD,3,-75.4084468143,5.778958e-28,6.132434e-25,9.997554e-01,2.257066e-04
2.8,CIPSI_EN_SQD,4,-75.4083009643,9.627535e-06,1.833808e-24,4.404828e-22,1.315116e-26
2.8,CIPSI_EN_SQD,5,-75.4082836335,1.924461e-25,2.843339e-08,8.695557e-22,2.196797e-23
2.8,CIPSI_EN_SQD,6,-75.3305108074,8.492514e-08,9.063080e-28,3.172956e-27,2.698803e-28
2.8,CIPSI_EN_SQD,7,-75.3304997922,1.627400e-27,5.208553e-08,2.487372e-28,1.755758e-26
2.8,CIPSI_EN_SQD,8,-75.3302385785,8.215872e-31,1.416804e-28,1.244493e-09,2.243291e-09
2.8,CIPSI_EN_SQD,9,-75.0671361723,1.985660e-09,7.730756e-30,6.387839e-30,1.207142e-31
2.9,ExtSQD,0,-75.4099211703,7.921289e-23,9.990126e-01,1.624018e-24,1.683929e-22
2.9,ExtSQD,1,-75.4097695441,9.549305e-01,7.186249e-23,1.082384e-25,2.209016e-23
2.9,ExtSQD,2,-75.4089745768,1.718438e-23,1.200220e-22,2.289103e-01,7.709780e-01
2.9,ExtSQD,3,-75.4083678481,3.815688e-25,9.409017e-04,4.339344e-21,7.933309e-24
2.9,ExtSQD,4,-75.4081370010,7.811207e-26,4.648743e-23,7.709309e-01,2.287567e-01
2.9,ExtSQD,5,-75.4077565436,4.489939e-02,8.828621e-24,8.086699e-23,2.630173e-23
2.9,ExtSQD,6,-75.3302811442,8.290038e-27,1.099707e-07,2.161586e-26,7.638486e-27
2.9,ExtSQD,7,-75.3295500564,3.232518e-05,2.612707e-27,1.050637e-25,3.442937e-25
2.9,ExtSQD,8,-75.3294523840,1.847843e-25,1.342858e-26,2.432832e-05,4.747439e-05
2.9,ExtSQD,9,-75.0608961094,1.311053e-07,1.619359e-29,4.402728e-29,4.263531e-28
2.9,CIPSI_EN_SQD,0,-75.4100916882,9.999616e-01,1.617250e-23,3.557649e-27,1.674961e-31
2.9,CIPSI_EN_SQD,1,-75.4100701071,1.621769e-23,9.999819e-01,4.341314e-24,5.466024e-22
2.9,CIPSI_EN_SQD,2,-75.4094383743,1.265016e-32,5.482718e-22,3.685236e-04,9.996117e-01
2.9,CIPSI_EN_SQD,3,-75.4087502739,1.018173e-27,2.685399e-24,9.996133e-01,3.684269e-04
2.9,CIPSI_EN_SQD,4,-75.4085962483,2.125172e-05,1.552136e-24,3.615058e-23,4.509362e-28
2.9,CIPSI_EN_SQD,5,-75.4085803610,1.307342e-25,4.651491e-08,3.658530e-22,2.934021e-24
2.9,CIPSI_EN_SQD,6,-75.3305817830,7.614755e-08,3.400188e-29,1.063383e-27,1.466606e-28
2.9,CIPSI_EN_SQD,7,-75.3305721894,7.805368e-28,3.996047e-08,2.686561e-31,7.701864e-27
2.9,CIPSI_EN_SQD,8,-75.3304112950,7.177686e-30,3.126698e-27,2.223835e-09,4.186313e-09
2.9,CIPSI_EN_SQD,9,-75.0610853380,2.013166e-09,2.292181e-32,4.920658e-29,2.747229e-30
3.0,ExtSQD,0,-75.4096975890,2.020256e-22,9.981247e-01,7.476300e-23,4.147698e-22
3.0,ExtSQD,1,-75.4095654173,9.263340e-01,1.713425e-22,4.625932e-23,3.729601e-23
3.0,ExtSQD,2,-75.4090425050,7.582885e-23,4.500717e-22,3.260334e-01,6.738783e-01
3.0,ExtSQD,3,-75.4085730789,3.031615e-24,1.828237e-03,2.036564e-22,4.322311e-24
3.0,ExtSQD,4,-75.4082749674,3.515364e-23,2.473974e-23,6.738036e-01,3.258479e-01
3.0,ExtSQD,5,-75.4079167820,7.348944e-02,3.165779e-23,1.476027e-22,6.083835e-23
3.0,ExtSQD,6,-75.3303189148,4.465490e-29,8.897523e-08,1.840550e-27,1.975815e-29
3.0,ExtSQD,7,-75.3295703415,3.417559e-05,8.471845e-27,2.088430e-26,9.061388e-27
3.0,ExtSQD,8,-75.3295402653,4.188663e-27,2.084413e-26,2.574638e-05,5.054221e-05
3.0,ExtSQD,9,-75.0549470286,1.307415e-07,1.398602e-29,4.324732e-30,4.835289e-29
3.0,CIPSI_EN_SQD,0,-75.4098723461,9.999477e-01,1.283090e-23,7.387257e-30,2.854326e-30
3.0,CIPSI_EN_SQD,1,-75.4098492451,1.291954e-23,9.999822e-01,2.077405e-23,7.993993e-22
3.0,CIPSI_EN_SQD,2,-75.4094639239,1.048094e-29,7.924643e-22,6.251457e-04,9.993556e-01
3.0,CIPSI_EN_SQD,3,-75.4089559327,2.636610e-26,2.771718e-23,9.993570e-01,6.250250e-04
3.0,CIPSI_EN_SQD,4,-75.4088036048,3.557352e-05,4.391326e-24,7.168257e-22,2.149742e-26
3.0,CIPSI_EN_SQD,5,-75.4087854989,4.178629e-25,1.084711e-08,1.018512e-22,5.274172e-23
3.0,CIPSI_EN_SQD,6,-75.3306223727,6.611434e-08,2.557082e-27,1.325858e-30,1.782967e-30
3.0,CIPSI_EN_SQD,7,-75.3306132671,2.028698e-27,3.658328e-08,3.057737e-27,8.208226e-27
3.0,CIPSI_EN_SQD,8,-75.3305218316,6.628735e-30,1.388893e-26,1.187589e-09,2.301339e-09
3.0,CIPSI_EN_SQD,9,-75.0551304942,1.985257e-09,5.016253e-29,1.651259e-29,6.246190e-29
