R_angstrom,n_configs,cumulative_weight
1.65,375,99.9999831725
1.65,409,99.9999881367
1.65,443,99.9999915415
1.65,477,99.9999939718
1.65,511,99.9999956295
1.65,545,99.9999968020
1.65,579,99.9999976551
1.65,613,99.9999982978
1.65,647,99.9999987488
1.65,681,99.9999990658
1.65,715,99.9999992762
1.65,749,99.9999994373
1.65,783,99.9999995555
1.65,817,99.9999996464
1.65,851,99.9999997166
1.65,885,99.9999997702
1.65,919,99.9999998122
1.65,953,99.9999998452
1.65,987,99.9999998720
1.65,1021,99.9999998942
1.65,1055,99.9999999123
1.65,1089,99.9999999273
1.65,1123,99.9999999395
1.65,1157,99.9999999495
1.65,1191,99.9999999579
1.65,1225,99.9999999650
1.65,1259,99.9999999710
1.65,1293,99.9999999761
1.65,1327,99.9999999803
1.65,1361,99.9999999836
1.65,1395,99.9999999862
1.65,1429,99.9999999886
1.65,1463,99.9999999905
1.65,1497,99.9999999922
1.65,1531,99.9999999935
1.65,1565,99.9999999947
1.65,1599,99.9999999957
1.65,1633,99.9999999965
1.65,1667,99.9999999972
1.65,1701,99.9999999977
1.65,1735,99.9999999981
1.65,1769,99.9999999985
1.65,1803,99.9999999988
1.65,1837,99.9999999990
1.65,1871,99.9999999992
1.65,1905,99.9999999993
1.65,1939,99.9999999995
1.65,1973,99.9999999996
1.65,2007,99.9999999996
1.65,2041,99.9999999997
1.65,2075,99.9999999998
1.65,2109,99.9999999998
1.65,2143,99.9999999998
1.65,2177,99.9999999999
1.65,2211,99.9999999999
1.65,2245,99.9999999999
1.65,2279,99.9999999999
1.65,2313,99.9999999999
1.65,2347,100.0000000000
1.65,2381,100.0000000000
1.65,2415,100.0000000000
1.65,2449,100.0000000000
1.65,2483,100.0000000000
1.65,2517,100.0000000000
1.65,2551,100.0000000000
1.65,2585,100.0000000000
1.65,2619,100.0000000000
1.65,2653,100.0000000000
1.65,2687,100.0000000000
1.65,2721,100.0000000000
1.65,2755,100.0000000000
1.65,2789,100.0000000000
1.65,2823,100.0000000000
1.65,2857,100.0000000000
1.65,2891,100.0000000000
1.65,2925,100.0000000000
1.65,2959,100.0000000000
1.65,2993,100.0000000000
1.65,3027,100.0000000000
1.65,3061,100.0000000000
1.65,3095,100.0000000000
1.65,3129,100.0000000000
1.65,3163,100.0000000000
1.65,3197,100.0000000000
1.65,3231,100.0000000000
1.65,3265,100.0000000000
1.65,3299,100.0000000000
1.65,3333,100.0000000000
1.65,3367,100.0000000000
1.65,3401,100.0000000000
1.65,3432,100.0000000000
1.7,1,99.2177270183
1.7,35,99.9830858112
1.7,69,99.9959687831
1.7,103,99.9985927382
1.7,137,99.9993969110
1.7,171,99.9997293985
1.7,205,99.9998632528
1.7,239,99.9999194192
1.7,273,99.9999479595
1.7,307,99.9999652799
1.7,341,99.9999761475
1.7,375,99.9999834485
1.7,409,99.9999884141
1.7,443,99.9999918446
1.7,477,99.9999941709
1.7,511,99.9999957282
1.7,545,99.9999968856
1.7,579,99.9999977562
1.7,613,99.9999983795
1.7,647,99.9999988099
1.7,681,99.9999991026
1.7,715,99.9999993076
1.7,749,99.9999994626
1.7,783,99.9999995739
1.7,817,99.9999996606
1.7,851,99.9999997287
1.7,885,99.9999997814
1.7,919,99.9999998208
1.7,953,99.9999998521
1.7,987,99.9999998779
1.7,1021,99.9999998990
1.7,1055,99.9999999161
1.7,1089,99.9999999301
1.7,1123,99.9999999418
1.7,1157,99.9999999516
1.7,1191,99.9999999598
1.7,1225,99.9999999667
1.7,1259,99.9999999724
1.7,1293,99.9999999773
1.7,1327,99.9999999814
1.7,1361,99.9999999845
1.7,1395,99.9999999871
1.7,1429,99.9999999893
1.7,1463,99.9999999912
1.7,1497,99.9999999928
1.7,1531,99.9999999941
1.7,1565,99.9999999952
1.7,1599,99.9999999961
1.7,1633,99.9999999969
1.7,1667,99.9999999974
1.7,1701,99.9999999979
1.7,1735,99.9999999983
1.7,1769,99.9999999986
1.7,1803,99.9999999989
1.7,1837,99.9999999991
1.7,1871,99.9999999993
1.7,1905,99.9999999994
1.7,1939,99.9999999995
1.7,1973,99.9999999996
1.7,2007,99.9999999997
1.7,2041,99.9999999997
1.7,2075,99.9999999998
1.7,2109,99.9999999998
1.7,2143,99.9999999999
1.7,2177,99.9999999999
1.7,2211,99.9999999999
1.7,2245,99.9999999999
1.7,2279,99.9999999999
1.7,2313,100.0000000000
1.7,2347,100.0000000000
1.7,2381,100.0000000000
1.7,2415,100.0000000000
1.7,2449,100.0000000000
1.7,2483,100.0000000000
1.7,2517,100.0000000000
1.7,2551,100.0000000000
1.7,2585,100.0000000000
1.7,2619,100.0000000000
1.7,2653,100.0000000000
1.7,2687,100.0000000000
1.7,2721,100.0000000000
1.7,2755,100.0000000000
1.7,2789,100.0000000000
1.7,2823,100.0000000000
1.7,2857,100.0000000000
1.7,2891,100.0000000000
1.7,2925,100.0000000000
1.7,2959,100.0000000000
1.7,2993,100.0000000000
1.7,3027,100.0000000000
1.7,3061,100.0000000000
1.7,3095,100.0000000000
1.7,3129,100.0000000000
1.7,3163,100.0000000000
1.7,3197,100.0000000000
1.7,3231,100.0000000000
1.7,3265,100.0000000000
1.7,3299,100.0000000000
1.7,3333,100.0000000000
1.7,3367,100.0000000000
1.7,3401,100.0000000000
1.7,3432,100.0000000000
1.75,1,99.2217883815
1.75,35,99.9832085306
1.75,69,99.9959908760
1.75,103,99.9986300061
1.75,137,99.9994024656
1.75,171,99.9997336645
1.75,205,99.9998670583
1.75,239,99.9999220331
1.75,273,99.9999494665
1.75,307,99.9999663675
1.75,341,99.9999766432
1.75,375,99.9999837790
1.75,409,99.9999886650
1.75,443,99.9999921357
1.75,477,99.9999943157
1.75,511,99.9999957882
1.75,545,99.9999969353
1.75,579,99.9999978178
1.75,613,99.9999984165
1.75,647,99.9999988424
1.75,681,99.9999991278
1.75,715,99.9999993309
1.75,749,99.9999994803
1.75,783,99.9999995880
1.75,817,99.9999996715
1.75,851,99.9999997383
1.75,885,99.9999997896
1.75,919,99.9999998275
1.75,953,99.9999998574
1.75,987,99.9999998824
1.75,1021,99.9999999030
1.75,1055,99.9999999197
1.75,1089,99.9999999331
1.75,1123,99.9999999441
1.75,1157,99.9999999536
1.75,1191,99.9999999615
1.75,1225,99.9999999681
1.75,1259,99.9999999737
1.75,1293,99.9999999784
1.75,1327,99.9999999823
1.75,1361,99.9999999854
1.75,1395,99.9999999879
1.75,1429,99.9999999901
1.75,1463,99.9999999919
1.75,1497,99.9999999934
1.75,1531,99.9999999946
1.75,1565,99.9999999956
1.75,1599,99.9999999965
1.75,1633,99.9999999972
1.75,1667,99.9999999977
1.75,1701,99.9999999981
1.75,1735,99.9999999984
1.75,1769,99.9999999987
