R_angstrom,method,orbital_index,occupation
2.8,cipsi,6,1.01198385
2.8,cipsi,7,0.00880874
2.8,cipsi,8,0.00857422
2.8,cipsi,9,0.00285236
2.8,cipsi,10,0.00036985
2.8,cipsi,11,0.00006143
2.8,cipsi,12,0.00000541
2.8,cipsi,13,0.00000408
2.9,ref,0,1.99996655
2.9,ref,1,1.99951907
2.9,ref,2,1.99924367
2.9,ref,3,1.99302780
2.9,ref,4,1.98815386
2.9,ref,5,1.98373290
2.9,ref,6,1.01351220
2.9,ref,7,0.01010667
2.9,ref,8,0.00956463
2.9,ref,9,0.00277553
2.9,ref,10,0.00033239
2.9,ref,11,0.00005749
2.9,ref,12,0.00000421
2.9,ref,13,0.00000304
2.9,ext,0,1.99996501
2.9,ext,1,1.99951946
2.9,ext,2,1.99924652
2.9,ext,3,1.99303488
2.9,ext,4,1.98815912
2.9,ext,5,1.98373774
2.9,ext,6,1.01350750
2.9,ext,7,0.01010175
2.9,ext,8,0.00955559
2.9,ext,9,0.00277536
2.9,ext,10,0.00033144
2.9,ext,11,0.00005804
2.9,ext,12,0.00000421
2.9,ext,13,0.00000338
2.9,cipsi,0,1.99996865
2.9,cipsi,1,1.99952089
2.9,cipsi,2,1.99924613
2.9,cipsi,3,1.99303161
2.9,cipsi,4,1.98816025
2.9,cipsi,5,1.98375030
2.9,cipsi,6,1.01350957
2.9,cipsi,7,0.01009670
2.9,cipsi,8,0.00955947
2.9,cipsi,9,0.00275878
2.9,cipsi,10,0.00033146
2.9,cipsi,11,0.00005740
2.9,cipsi,12,0.00000464
2.9,cipsi,13,0.00000417
3.0,ref,0,1.99996896
3.0,ref,1,1.99956370
3.0,ref,2,1.99925879
3.0,ref,3,1.99240759
3.0,ref,4,1.98628723
3.0,ref,5,1.98221017
3.0,ref,6,1.01512327
3.0,ref,7,0.01164042
3.0,ref,8,0.01048871
3.0,ref,9,0.00268674
3.0,ref,10,0.00030335
3.0,ref,11,0.00005358
3.0,ref,12,0.00000392
3.0,ref,13,0.00000359
3.0,ext,0,1.99996728
3.0,ext,1,1.99956412
3.0,ext,2,1.99926201
3.0,ext,3,1.99241606
3.0,ext,4,1.98629328
3.0,ext,5,1.98221581
3.0,ext,6,1.01511774
3.0,ext,7,0.01163468
3.0,ext,8,0.01047835
3.0,ext,9,0.00268661
3.0,ext,10,0.00030214
3.0,ext,11,0.00005407
3.0,ext,12,0.00000427
3.0,ext,13,0.00000359
3.0,cipsi,0,1.99997040
3.0,cipsi,1,1.99956476
3.0,cipsi,2,1.99926478
3.0,cipsi,3,1.99241390
3.0,cipsi,4,1.98629823
3.0,cipsi,5,1.98223938
3.0,cipsi,6,1.01512184
3.0,cipsi,7,0.01162641
3.0,cipsi,8,0.01048025
3.0,cipsi,9,0.00265702
3.0,cipsi,10,0.00030120
3.0,cipsi,11,0.00005340
3.0,cipsi,12,0.00000496
3.0,cipsi,13,0.00000346
3.1,ref,0,1.99997119
3.1,ref,1,1.99959790
3.1,ref,2,1.99927289
3.1,ref,3,1.99170416
3.1,ref,4,1.98433143
3.1,ref,5,1.98063977
3.1,ref,6,1.01677588
3.1,ref,7,0.01312339
3.1,ref,8,0.01164008
3.1,ref,9,0.00260412
3.1,ref,10,0.00028179
3.1,ref,11,0.00004946
3.1,ref,12,0.00000486
3.1,ref,13,0.00000308
3.1,ext,0,1.99996939
3.1,ext,1,1.99959835
3.1,ext,2,1.99927655
3.1,ext,3,1.99171412
3.1,ext,4,1.98433847
3.1,ext,5,1.98064619
3.1,ext,6,1.01676964
3.1,ext,7,0.01311687
3.1,ext,8,0.01162798
3.1,ext,9,0.00260391
3.1,ext,10,0.00028034
3.1,ext,11,0.00004990
3.1,ext,12,0.00000522
3.1,ext,13,0.00000308
3.1,cipsi,0,1.99997309
3.1,cipsi,1,1.99959909
3.1,cipsi,2,1.99927444
3.1,cipsi,3,1.99170690
3.1,cipsi,4,1.98433719
3.1,cipsi,5,1.98065294
3.1,cipsi,6,1.01677342
3.1,cipsi,7,0.01311556
3.1,cipsi,8,0.01163635
3.1,cipsi,9,0.00259135
3.1,cipsi,10,0.00028126
3.1,cipsi,11,0.00004939
3.1,cipsi,12,0.00000598
3.1,cipsi,13,0.00000304
3.2,ref,0,1.99997829
3.2,ref,1,1.99990441
3.2,ref,2,1.99973555
3.2,ref,3,1.91163953
3.2,ref,4,1.91138368
3.2,ref,5,1.08849833
3.2,ref,6,1.08832380
3.2,ref,7,0.99953814
3.2,ref,8,0.00044042
3.2,ref,9,0.00037888
3.2,ref,10,0.00012277
3.2,ref,11,0.00002300
3.2,ref,12,0.00002043
3.2,ref,13,0.00001278
3.2,ext,0,1.99997830
3.2,ext,1,1.99990406
3.2,ext,2,1.99973589
3.2,ext,3,1.91164047
3.2,ext,4,1.91138504
3.2,ext,5,1.08849623
3.2,ext,6,1.08832268
3.2,ext,7,0.99953791
3.2,ext,8,0.00044070
3.2,ext,9,0.00037901
3.2,ext,10,0.00012264
3.2,ext,11,0.00002302
3.2,ext,12,0.00002127
3.2,ext,13,0.00001277
3.2,cipsi,0,1.99997978
3.2,cipsi,1,1.99990352
3.2,cipsi,2,1.99973730
3.2,cipsi,3,1.91163493
3.2,cipsi,4,1.91137803
3.2,cipsi,5,1.08849800
3.2,cipsi,6,1.08832670
3.2,cipsi,7,0.99953898
3.2,cipsi,8,0.00044301
3.2,cipsi,9,0.00037997
3.2,cipsi,10,0.00012324
3.2,cipsi,11,0.00002219
3.2,cipsi,12,0.00002167
3.2,cipsi,13,0.00001268
3.3,ref,0,1.99997984
3.3,ref,1,1.99991373
3.3,ref,2,1.99975908
3.3,ref,3,1.91135888
3.3,ref,4,1.91112011
3.3,ref,5,1.08876814
3.3,ref,6,1.08860888
3.3,ref,7,0.99957936
3.3,ref,8,0.00039260
3.3,ref,9,0.00035857
3.3,ref,10,0.00010870
3.3,ref,11,0.00002048
3.3,ref,12,0.00001907
3.3,ref,13,0.00001257
3.3,ext,0,1.99997985
3.3,ext,1,1.99991347
3.3,ext,2,1.99975939
3.3,ext,3,1.91135949
3.3,ext,4,1.91112106
3.3,ext,5,1.08876645
3.3,ext,6,1.08860811
3.3,ext,7,0.99957925
3.3,ext,8,0.00039289
3.3,ext,9,0.00035867
3.3,ext,10,0.00010859
3.3,ext,11,0.00002049
3.3,ext,12,0.00001973
3.3,ext,13,0.00001256
3.3,cipsi,0,1.99998125
3.3,cipsi,1,1.99991302
3.3,cipsi,2,1.99976084
3.3,cipsi,3,1.91135485
3.3,cipsi,4,1.91111455
3.3,cipsi,5,1.08876678
3.3,cipsi,6,1.08861143
3.3,cipsi,7,0.99958027
3.3,cipsi,8,0.00039547
3.3,cipsi,9,0.00036008
3.3,cipsi,10,0.00010902
3.3,cipsi,11,0.00002012
3.3,cipsi,12,0.00001977
3.3,cipsi,13,0.00001255
3.4,ref,0,1.99998136
3.4,ref,1,1.99992220
3.4,ref,2,1.99978100
3.4,ref,3,1.91109631
3.4,ref,4,1.91087573
3.4,ref,5,1.08902009
3.4,ref,6,1.08887524
3.4,ref,7,0.99961771
3.4,ref,8,0.00034872
3.4,ref,9,0.00033682
3.4,ref,10,0.00009637
3.4,ref,11,0.00001837
3.4,ref,12,0.00001777
3.4,ref,13,0.00001234
3.4,ext,0,1.99998136
3.4,ext,1,1.99992202
3.4,ext,2,1.99978126
3.4,ext,3,1.91109591
3.4,ext,4,1.91087561
3.4,ext,5,1.08901948
3.4,ext,6,1.08887549
3.4,ext,7,0.99961770
3.4,ext,8,0.00034901
3.4,ext,9,0.00033689
3.4,ext,10,0.00009628
3.4,ext,11,0.00001837
3.4,ext,12,0.00001828
3.4,ext,13,0.00001233
3.4,cipsi,0,1.99998259
3.4,cipsi,1,1.99992110
3.4,cipsi,2,1.99978201
3.4,cipsi,3,1.91109084
3.4,cipsi,4,1.91087411
3.4,cipsi,5,1.08901868
3.4,cipsi,6,1.08887614
3.4,cipsi,7,0.99961834
3.4,cipsi,8,0.00035052
3.4,cipsi,9,0.00033763
3.4,cipsi,10,0.00009999
3.4,cipsi,11,0.00001845
3.4,cipsi,12,0.00001734
3.4,cipsi,13,0.00001226
3.5,ref,0,1.99998283
3.5,ref,1,1.99992986
3.5,ref,2,1.99980121
3.5,ref,3,1.91085290
3.5,ref,4,1.91065090
3.5,ref,5,1.08925323
3.5,ref,6,1.08912188
3.5,ref,7,0.99965318
3.5,ref,8,0.00031426
3.5,ref,9,0.00030893
3.5,ref,10,0.00008560
3.5,ref,11,0.00001660
3.5,ref,12,0.00001653
3.5,ref,13,0.00001208
3.5,ext,0,1.99998283
3.5,ext,1,1.99992986
3.5,ext,2,1.99980121
3.5,ext,3,1.91085290
3.5,ext,4,1.91065090
3.5,ext,5,1.08925323
3.5,ext,6,1.08912188
3.5,ext,7,0.99965318
3.5,ext,8,0.00031426
3.5,ext,9,0.00030893
3.5,ext,10,0.00008560
3.5,ext,11,0.00001660
3.5,ext,12,0.00001653
3.5,ext,13,0.00001208
3.5,cipsi,0,1.99998395
3.5,cipsi,1,1.99992970
3.5,cipsi,2,1.99980239
3.5,cipsi,3,1.91085310
3.5,cipsi,4,1.91065156
3.5,cipsi,5,1.08925080
3.5,cipsi,6,1.08912086
3.5,cipsi,7,0.99965412
3.5,cipsi,8,0.00031398
3.5,cipsi,9,0.00030998
3.5,cipsi,10,0.00008505
3.5,cipsi,11,0.00001722
3.5,cipsi,12,0.00001551
3.5,cipsi,13,0.00001179
3.6,ref,0,1.99998425
3.6,ref,1,1.99993677
3.6,ref,2,1.99981978
3.6,ref,3,1.91063237
3.6,ref,4,1.91044871
3.6,ref,5,1.08946401
3.6,ref,6,1.08934522
3.6,ref,7,0.99968582
3.6,ref,8,0.00029139
3.6,ref,9,0.00027321
3.6,ref,10,0.00007620
3.6,ref,11,0.00001535
3.6,ref,12,0.00001514
3.6,ref,13,0.00001179
3.6,ext,0,1.99998425
3.6,ext,1,1.99993677
3.6,ext,2,1.99981978
3.6,ext,3,1.91063235
3.6,ext,4,1.91044869
3.6,ext,5,1.08946403
3.6,ext,6,1.08934524
3.6,ext,7,0.99968583
3.6,ext,8,0.00029138
3.6,ext,9,0.00027321
3.6,ext,10,0.00007619
3.6,ext,11,0.00001534
3.6,ext,12,0.00001514
3.6,ext,13,0.00001179
3.6,cipsi,0,1.99998552
3.6,cipsi,1,1.99993589
3.6,cipsi,2,1.99982061
3.6,cipsi,3,1.91062948
3.6,cipsi,4,1.91044948
3.6,cipsi,5,1.08946003
3.6,cipsi,6,1.08934453
3.6,cipsi,7,0.99968647
3.6,cipsi,8,0.00029225
3.6,cipsi,9,0.00027525
3.6,cipsi,10,0.00007848
3.6,cipsi,11,0.00001640
3.6,cipsi,12,0.00001411
3.6,cipsi,13,0.00001152
3.7,ref,0,1.99998561
3.7,ref,1,1.99994300
3.7,ref,2,1.99983679
3.7,ref,3,1.91043292
3.7,ref,4,1.91026704
3.7,ref,5,1.08965430
3.7,ref,6,1.08954712
3.7,ref,7,0.99971578
3.7,ref,8,0.00026856
3.7,ref,9,0.00024136
3.7,ref,10,0.00006796
3.7,ref,11,0.00001420
3.7,ref,12,0.00001393
3.7,ref,13,0.00001145
3.7,ext,0,1.99998561
3.7,ext,1,1.99994300
3.7,ext,2,1.99983679
3.7,ext,3,1.91043296
3.7,ext,4,1.91026708
3.7,ext,5,1.08965425
3.7,ext,6,1.08954708
3.7,ext,7,0.99971578
3.7,ext,8,0.00026855
3.7,ext,9,0.00024135
3.7,ext,10,0.00006796
3.7,ext,11,0.00001420
3.7,ext,12,0.00001393
3.7,ext,13,0.00001145
3.7,cipsi,0,1.99998670
3.7,cipsi,1,1.99994165
3.7,cipsi,2,1.99983762
3.7,cipsi,3,1.91043492
3.7,cipsi,4,1.91027066
3.7,cipsi,5,1.08964894
3.7,cipsi,6,1.08954386
3.7,cipsi,7,0.99971649
3.7,cipsi,8,0.00027009
3.7,cipsi,9,0.00024201
3.7,cipsi,10,0.00006802
3.7,cipsi,11,0.00001447
3.7,cipsi,12,0.00001339
3.7,cipsi,13,0.00001120
3.8,ref,0,1.99998690
3.8,ref,1,1.99994861
3.8,ref,2,1.99985234
3.8,ref,3,1.91025560
3.8,ref,4,1.91010666
3.8,ref,5,1.08982312
3.8,ref,6,1.08972661
3.8,ref,7,0.99974318
3.8,ref,8,0.00024608
3.8,ref,9,0.00021310
3.8,ref,10,0.00006072
3.8,ref,11,0.00001310
3.8,ref,12,0.00001291
3.8,ref,13,0.00001108
3.8,ext,0,1.99998690
3.8,ext,1,1.99994861
3.8,ext,2,1.99985234
3.8,ext,3,1.91025559
3.8,ext,4,1.91010666
3.8,ext,5,1.08982312
3.8,ext,6,1.08972661
3.8,ext,7,0.99974318
3.8,ext,8,0.00024608
3.8,ext,9,0.00021310
3.8,ext,10,0.00006072
3.8,ext,11,0.00001310
3.8,ext,12,0.00001291
3.8,ext,13,0.00001108
3.8,cipsi,0,1.99998795
3.8,cipsi,1,1.99994833
3.8,cipsi,2,1.99985308
3.8,cipsi,3,1.91025611
3.8,cipsi,4,1.91010935
3.8,cipsi,5,1.08981756
3.8,cipsi,6,1.08972404
3.8,cipsi,7,0.99974385
3.8,cipsi,8,0.00024608
3.8,cipsi,9,0.00021549
3.8,cipsi,10,0.00006185
3.8,cipsi,11,0.00001332
3.8,cipsi,12,0.00001213
3.8,cipsi,13,0.00001086
3.9,ref,0,1.99998812
3.9,ref,1,1.99995368
3.9,ref,2,1.99986653
3.9,ref,3,1.91010068
3.9,ref,4,1.90996767
3.9,ref,5,1.08997022
3.9,ref,6,1.08988345
3.9,ref,7,0.99976818
3.9,ref,8,0.00022424
3.9,ref,9,0.00018814
3.9,ref,10,0.00005434
3.9,ref,11,0.00001204
3.9,ref,12,0.00001204
3.9,ref,13,0.00001066
3.9,ext,0,1.99998812
3.9,ext,1,1.99995368
3.9,ext,2,1.99986653
3.9,ext,3,1.91010067
3.9,ext,4,1.90996765
3.9,ext,5,1.08997023
3.9,ext,6,1.08988347
3.9,ext,7,0.99976818
3.9,ext,8,0.00022424
3.9,ext,9,0.00018814
3.9,ext,10,0.00005434
3.9,ext,11,0.00001204
3.9,ext,12,0.00001204
3.9,ext,13,0.00001066
3.9,cipsi,0,1.99998908
3.9,cipsi,1,1.99995348
3.9,cipsi,2,1.99986730
3.9,cipsi,3,1.91010209
3.9,cipsi,4,1.90997125
3.9,cipsi,5,1.08996377
3.9,cipsi,6,1.08987994
3.9,cipsi,7,0.99976871
3.9,cipsi,8,0.00022439
3.9,cipsi,9,0.00019043
3.9,cipsi,10,0.00005551
3.9,cipsi,11,0.00001217
3.9,cipsi,12,0.00001135
3.9,cipsi,13,0.00001054
4.0,ref,0,1.99998926
4.0,ref,1,1.99995825
4.0,ref,2,1.99987948
4.0,ref,3,1.90996759
4.0,ref,4,1.90984935
4.0,ref,5,1.09009621
4.0,ref,6,1.09001829
4.0,ref,7,0.99979093
4.0,ref,8,0.00020328
4.0,ref,9,0.00016615
4.0,ref,10,0.00004869
4.0,ref,11,0.00001129
4.0,ref,12,0.00001101
4.0,ref,13,0.00001021
4.0,ext,0,1.99998929
4.0,ext,1,1.99995828
4.0,ext,2,1.99987957
4.0,ext,3,1.90996812
4.0,ext,4,1.90984993
4.0,ext,5,1.09009521
4.0,ext,6,1.09001763
4.0,ext,7,0.99979084
4.0,ext,8,0.00020339
4.0,ext,9,0.00016640
4.0,ext,10,0.00004859
4.0,ext,11,0.00001128
4.0,ext,12,0.00001119
4.0,ext,13,0.00001028
4.0,cipsi,0,1.99998995
4.0,cipsi,1,1.99995751
4.0,cipsi,2,1.99987996
4.0,cipsi,3,1.90996782
4.0,cipsi,4,1.90985007
4.0,cipsi,5,1.09009487
4.0,cipsi,6,1.09001725
4.0,cipsi,7,0.99979110
4.0,cipsi,8,0.00020408
4.0,cipsi,9,0.00016645
4.0,cipsi,10,0.00004881
4.0,cipsi,11,0.00001124
4.0,cipsi,12,0.00001067
4.0,cipsi,13,0.00001021
4.1,ref,0,1.99999033
4.1,ref,1,1.99996238
4.1,ref,2,1.99989126
4.1,ref,3,1.90985549
4.1,ref,4,1.90975082
4.1,ref,5,1.09020188
4.1,ref,6,1.09013196
4.1,ref,7,0.99981160
4.1,ref,8,0.00018341
4.1,ref,9,0.00014681
4.1,ref,10,0.00004366
4.1,ref,11,0.00001063
4.1,ref,12,0.00001002
4.1,ref,13,0.00000973
4.1,ext,0,1.99999034
4.1,ext,1,1.99996240
4.1,ext,2,1.99989135
4.1,ext,3,1.90985595
4.1,ext,4,1.90975133
4.1,ext,5,1.09020104
4.1,ext,6,1.09013138
4.1,ext,7,0.99981154
4.1,ext,8,0.00018353
4.1,ext,9,0.00014700
4.1,ext,10,0.00004357
4.1,ext,11,0.00001061
4.1,ext,12,0.00001016
4.1,ext,13,0.00000979
4.1,cipsi,0,1.99999096
4.1,cipsi,1,1.99996190
4.1,cipsi,2,1.99989177
4.1,cipsi,3,1.90985588
4.1,cipsi,4,1.90975155
4.1,cipsi,5,1.09020038
4.1,cipsi,6,1.09013107
4.1,cipsi,7,0.99981176
4.1,cipsi,8,0.00018392
4.1,cipsi,9,0.00014722
4.1,cipsi,10,0.00004348
4.1,cipsi,11,0.00001022
4.1,cipsi,12,0.00001008
4.1,cipsi,13,0.00000979
4.2,ref,0,1.99999132
4.2,ref,1,1.99996611
4.2,ref,2,1.99990197
4.2,ref,3,1.90976298
4.2,ref,4,1.90967064
4.2,ref,5,1.09028861
4.2,ref,6,1.09022590
4.2,ref,7,0.99983033
4.2,ref,8,0.00016482
4.2,ref,9,0.00012983
4.2,ref,10,0.00003917
4.2,ref,11,0.00001002
4.2,ref,12,0.00000922
4.2,ref,13,0.00000908
4.2,ext,0,1.99999132
4.2,ext,1,1.99996611
4.2,ext,2,1.99990205
4.2,ext,3,1.90976340
4.2,ext,4,1.90967110
4.2,ext,5,1.09028787
4.2,ext,6,1.09022538
4.2,ext,7,0.99983028
4.2,ext,8,0.00016494
4.2,ext,9,0.00012998
4.2,ext,10,0.00003909
4.2,ext,11,0.00001000
4.2,ext,12,0.00000928
4.2,ext,13,0.00000919
4.2,cipsi,0,1.99999182
4.2,cipsi,1,1.99996541
4.2,cipsi,2,1.99990244
4.2,cipsi,3,1.90976312
4.2,cipsi,4,1.90967119
4.2,cipsi,5,1.09028719
4.2,cipsi,6,1.09022504
4.2,cipsi,7,0.99983055
4.2,cipsi,8,0.00016561
4.2,cipsi,9,0.00013028
4.2,cipsi,10,0.00003923
4.2,cipsi,11,0.00000955
4.2,cipsi,12,0.00000930
4.2,cipsi,13,0.00000925
4.3,ref,0,1.99999223
4.3,ref,1,1.99996948
4.3,ref,2,1.99991168
4.3,ref,3,1.90968839
4.3,ref,4,1.90960712
4.3,ref,5,1.09035802
4.3,ref,6,1.09030180
4.3,ref,7,0.99984725
4.3,ref,8,0.00014764
4.3,ref,9,0.00011492
4.3,ref,10,0.00003514
4.3,ref,11,0.00000944
4.3,ref,12,0.00000870
4.3,ref,13,0.00000818
4.3,ext,0,1.99999223
4.3,ext,1,1.99996945
4.3,ext,2,1.99991175
4.3,ext,3,1.90968880
4.3,ext,4,1.90960756
4.3,ext,5,1.09035734
4.3,ext,6,1.09030131
4.3,ext,7,0.99984721
4.3,ext,8,0.00014776
4.3,ext,9,0.00011504
4.3,ext,10,0.00003508
4.3,ext,11,0.00000943
4.3,ext,12,0.00000876
4.3,ext,13,0.00000829
4.3,cipsi,0,1.99999269
4.3,cipsi,1,1.99996902
4.3,cipsi,2,1.99991225
4.3,cipsi,3,1.90968871
4.3,cipsi,4,1.90960753
4.3,cipsi,5,1.09035687
4.3,cipsi,6,1.09030103
4.3,cipsi,7,0.99984737
4.3,cipsi,8,0.00014840
4.3,cipsi,9,0.00011532
4.3,cipsi,10,0.00003496
4.3,cipsi,11,0.00000905
4.3,cipsi,12,0.00000878
4.3,cipsi,13,0.00000802
4.4,ref,0,1.99999307
4.4,ref,1,1.99997252
4.4,ref,2,1.99992046
4.4,ref,3,1.90963008
4.4,ref,4,1.90955865
4.4,ref,5,1.09041171
4.4,ref,6,1.09036131
4.4,ref,7,0.99986251
4.4,ref,8,0.00013194
4.4,ref,9,0.00010183
4.4,ref,10,0.00003152
4.4,ref,11,0.00000890
4.4,ref,12,0.00000818
4.4,ref,13,0.00000734
4.4,ext,0,1.99999306
4.4,ext,1,1.99997246
4.4,ext,2,1.99992052
4.4,ext,3,1.90963049
4.4,ext,4,1.90955910
4.4,ext,5,1.09041105
4.4,ext,6,1.09036082
4.4,ext,7,0.99986246
4.4,ext,8,0.00013206
4.4,ext,9,0.00010194
4.4,ext,10,0.00003146
4.4,ext,11,0.00000889
4.4,ext,12,0.00000823
4.4,ext,13,0.00000745
4.4,cipsi,0,1.99999348
4.4,cipsi,1,1.99997208
4.4,cipsi,2,1.99992100
4.4,cipsi,3,1.90963031
4.4,cipsi,4,1.90955904
4.4,cipsi,5,1.09041076
4.4,cipsi,6,1.09036062
4.4,cipsi,7,0.99986259
4.4,cipsi,8,0.00013261
4.4,cipsi,9,0.00010213
4.4,cipsi,10,0.00003144
4.4,cipsi,11,0.00000856
4.4,cipsi,12,0.00000824
4.4,cipsi,13,0.00000714
4.5,ref,0,1.99999384
4.5,ref,1,1.99997526
4.5,ref,2,1.99992838
4.5,ref,3,1.90958588
4.5,ref,4,1.90952312
4.5,ref,5,1.09045178
4.5,ref,6,1.09040660
4.5,ref,7,0.99987623
4.5,ref,8,0.00011774
4.5,ref,9,0.00009034
4.5,ref,10,0.00002825
4.5,ref,11,0.00000837
4.5,ref,12,0.00000765
4.5,ref,13,0.00000656
4.5,ext,0,1.99999383
4.5,ext,1,1.99997518
4.5,ext,2,1.99992843
4.5,ext,3,1.90958633
4.5,ext,4,1.90952361
4.5,ext,5,1.09045111
4.5,ext,6,1.09040609
4.5,ext,7,0.99987618
4.5,ext,8,0.00011787
4.5,ext,9,0.00009045
4.5,ext,10,0.00002820
4.5,ext,11,0.00000836
4.5,ext,12,0.00000769
4.5,ext,13,0.00000668
4.5,cipsi,0,1.99999417
4.5,cipsi,1,1.99997482
4.5,cipsi,2,1.99992888
4.5,cipsi,3,1.90958598
4.5,cipsi,4,1.90952337
4.5,cipsi,5,1.09045108
4.5,cipsi,6,1.09040605
4.5,cipsi,7,0.99987627
4.5,cipsi,8,0.00011842
4.5,cipsi,9,0.00009060
4.5,cipsi,10,0.00002826
4.5,cipsi,11,0.00000808
4.5,cipsi,12,0.00000768
4.5,cipsi,13,0.00000635
4.6,ref,0,1.99999453
4.6,ref,1,1.99997774
4.6,ref,2,1.99993551
4.6,ref,3,1.90955362
4.6,ref,4,1.90949845
4.6,ref,5,1.09048037
4.6,ref,6,1.09043987
4.6,ref,7,0.99988854
4.6,ref,8,0.00010501
4.6,ref,9,0.00008025
4.6,ref,10,0.00002530
4.6,ref,11,0.00000785
4.6,ref,12,0.00000713
4.6,ref,13,0.00000584
4.6,ext,0,1.99999452
4.6,ext,1,1.99997763
4.6,ext,2,1.99993556
4.6,ext,3,1.90955409
4.6,ext,4,1.90949896
4.6,ext,5,1.09047969
4.6,ext,6,1.09043933
4.6,ext,7,0.99988849
4.6,ext,8,0.00010514
4.6,ext,9,0.00008035
4.6,ext,10,0.00002526
4.6,ext,11,0.00000784
4.6,ext,12,0.00000717
4.6,ext,13,0.00000598
4.6,cipsi,0,1.99999492
4.6,cipsi,1,1.99997759
4.6,cipsi,2,1.99993596
4.6,cipsi,3,1.90955245
4.6,cipsi,4,1.90949742
4.6,cipsi,5,1.09048120
4.6,cipsi,6,1.09044068
4.6,cipsi,7,0.99988856
4.6,cipsi,8,0.00010528
4.6,cipsi,9,0.00008026
4.6,cipsi,10,0.00002532
4.6,cipsi,11,0.00000759
4.6,cipsi,12,0.00000715
4.6,cipsi,13,0.00000561
4.7,ref,0,1.99999516
4.7,ref,1,1.99997998
4.7,ref,2,1.99994192
4.7,ref,3,1.90953120
4.7,ref,4,1.90948262
4.7,ref,5,1.09049952
4.7,ref,6,1.09046320
4.7,ref,7,0.99989959
4.7,ref,8,0.00009367
4.7,ref,9,0.00007137
4.7,ref,10,0.00002262
4.7,ref,11,0.00000734
4.7,ref,12,0.00000662
4.7,ref,13,0.00000519
4.7,ext,0,1.99999514
4.7,ext,1,1.99997985
4.7,ext,2,1.99994197
4.7,ext,3,1.90953170
4.7,ext,4,1.90948315
4.7,ext,5,1.09049882
4.7,ext,6,1.09046265
4.7,ext,7,0.99989952
4.7,ext,8,0.00009380
4.7,ext,9,0.00007148
4.7,ext,10,0.00002259
4.7,ext,11,0.00000733
4.7,ext,12,0.00000665
4.7,ext,13,0.00000535
4.7,cipsi,0,1.99999550
4.7,cipsi,1,1.99997985
4.7,cipsi,2,1.99994235
4.7,cipsi,3,1.90953015
4.7,cipsi,4,1.90948167
4.7,cipsi,5,1.09050030
4.7,cipsi,6,1.09046394
4.7,cipsi,7,0.99989959
4.7,cipsi,8,0.00009388
4.7,cipsi,9,0.00007138
4.7,cipsi,10,0.00002264
4.7,cipsi,11,0.00000714
4.7,cipsi,12,0.00000665
4.7,cipsi,13,0.00000497
4.8,ref,0,1.99999573
4.8,ref,1,1.99998200
4.8,ref,2,1.99994767
4.8,ref,3,1.90951683
4.8,ref,4,1.90947396
4.8,ref,5,1.09051096
4.8,ref,6,1.09047840
4.8,ref,7,0.99990948
4.8,ref,8,0.00008363
4.8,ref,9,0.00006355
4.8,ref,10,0.00002021
4.8,ref,11,0.00000684
4.8,ref,12,0.00000613
4.8,ref,13,0.00000461
4.8,ext,0,1.99999571
4.8,ext,1,1.99998185
4.8,ext,2,1.99994772
4.8,ext,3,1.90951733
4.8,ext,4,1.90947449
4.8,ext,5,1.09051027
4.8,ext,6,1.09047786
4.8,ext,7,0.99990941
4.8,ext,8,0.00008376
4.8,ext,9,0.00006367
4.8,ext,10,0.00002018
4.8,ext,11,0.00000683
4.8,ext,12,0.00000616
4.8,ext,13,0.00000478
4.8,cipsi,0,1.99999602
4.8,cipsi,1,1.99998189
4.8,cipsi,2,1.99994809
4.8,cipsi,3,1.90951590
4.8,cipsi,4,1.90947308
4.8,cipsi,5,1.09051171
4.8,cipsi,6,1.09047906
4.8,cipsi,7,0.99990947
4.8,cipsi,8,0.00008377
4.8,cipsi,9,0.00006357
4.8,cipsi,10,0.00002021
4.8,cipsi,11,0.00000667
4.8,cipsi,12,0.00000615
4.8,cipsi,13,0.00000441
4.9,ref,0,1.99999624
4.9,ref,1,1.99998382
4.9,ref,2,1.99995284
4.9,ref,3,1.90950853
4.9,ref,4,1.90947058
4.9,ref,5,1.09051665
4.9,ref,6,1.09048744
4.9,ref,7,0.99991834
4.9,ref,8,0.00007478
4.9,ref,9,0.00005667
4.9,ref,10,0.00001802
4.9,ref,11,0.00000635
4.9,ref,12,0.00000566
4.9,ref,13,0.00000409
4.9,ext,0,1.99999622
4.9,ext,1,1.99998366
4.9,ext,2,1.99995287
4.9,ext,3,1.90950907
4.9,ext,4,1.90947114
4.9,ext,5,1.09051593
4.9,ext,6,1.09048687
4.9,ext,7,0.99991826
4.9,ext,8,0.00007490
4.9,ext,9,0.00005678
4.9,ext,10,0.00001799
4.9,ext,11,0.00000634
4.9,ext,12,0.00000568
4.9,ext,13,0.00000427
4.9,cipsi,0,1.99999650
4.9,cipsi,1,1.99998374
4.9,cipsi,2,1.99995323
4.9,cipsi,3,1.90950769
4.9,cipsi,4,1.90946978
4.9,cipsi,5,1.09051734
4.9,cipsi,6,1.09048803
4.9,cipsi,7,0.99991829
4.9,cipsi,8,0.00007486
4.9,cipsi,9,0.00005669
4.9,cipsi,10,0.00001804
4.9,cipsi,11,0.00000621
4.9,cipsi,12,0.00000569
4.9,cipsi,13,0.00000392
5.0,ref,0,1.99999669
